candidate,office,district,party,county,precinct,votes,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 42,9,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 42,35,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 42,54,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 42,2,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 42,1,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 42,3,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 42,54,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 42,34,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 42,2,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 42,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 42,5,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 42,40,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 42,14,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 42,8,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 42,27,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 42,2,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 42,0,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 42,4,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 42,2,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 42,1,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 42,1,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 42,2,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 42,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 42,3,,
,Ballots Cast,,DEMOCRATIC,Albany,COLONIE ED 43,95,,
,Ballots Cast,,CONSERVATIVE,Albany,COLONIE ED 43,0,,
,Ballots Cast,,GREEN,Albany,COLONIE ED 43,0,,
,Ballots Cast,,INDEPENDENCE,Albany,COLONIE ED 43,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,COLONIE ED 43,0,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 43,5,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 43,54,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 43,33,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 43,5,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 43,1,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 43,2,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 43,49,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 43,34,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 43,3,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 43,1,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 43,8,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 43,44,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 43,8,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 43,3,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 43,27,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 43,4,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 43,5,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 43,4,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 43,1,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 43,2,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 43,1,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 43,0,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 43,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 43,1,,
,Ballots Cast,,DEMOCRATIC,Albany,COLONIE ED 44,67,,
,Ballots Cast,,CONSERVATIVE,Albany,COLONIE ED 44,0,,
,Ballots Cast,,GREEN,Albany,COLONIE ED 44,0,,
,Ballots Cast,,INDEPENDENCE,Albany,COLONIE ED 44,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,COLONIE ED 44,0,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 44,4,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 44,41,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 44,23,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 44,1,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 44,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 44,2,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 44,37,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 44,28,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 44,1,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 44,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 44,1,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 44,22,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 44,7,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 44,6,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 44,29,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 44,1,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 44,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 44,1,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 44,1,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 44,2,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 44,0,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 44,0,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 44,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 44,1,,
,Ballots Cast,,DEMOCRATIC,Albany,COLONIE ED 45,72,,
,Ballots Cast,,CONSERVATIVE,Albany,COLONIE ED 45,0,,
,Ballots Cast,,GREEN,Albany,COLONIE ED 45,0,,
,Ballots Cast,,INDEPENDENCE,Albany,COLONIE ED 45,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,COLONIE ED 45,0,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 45,1,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 45,41,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 45,30,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 45,0,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 45,1,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 45,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 45,36,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 45,33,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 45,0,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 45,1,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 45,2,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 45,31,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 45,7,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 45,2,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 45,27,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 45,1,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 45,3,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 45,1,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 45,0,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 45,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 45,1,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 45,0,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 45,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 45,0,,
,Ballots Cast,,DEMOCRATIC,Albany,COLONIE ED 46,108,,
,Ballots Cast,,CONSERVATIVE,Albany,COLONIE ED 46,0,,
,Ballots Cast,,GREEN,Albany,COLONIE ED 46,0,,
,Ballots Cast,,INDEPENDENCE,Albany,COLONIE ED 46,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,COLONIE ED 46,0,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 46,10,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 46,45,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 46,59,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 46,4,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 46,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 46,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 46,65,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 46,36,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 46,4,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 46,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 46,3,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 46,42,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 46,20,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 46,7,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 46,31,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 46,4,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 46,2,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 46,2,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 46,1,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 46,2,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 46,3,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 46,0,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 46,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 46,4,,
,Ballots Cast,,DEMOCRATIC,Albany,COLONIE ED 47,45,,
,Ballots Cast,,CONSERVATIVE,Albany,COLONIE ED 47,0,,
,Ballots Cast,,GREEN,Albany,COLONIE ED 47,0,,
,Ballots Cast,,INDEPENDENCE,Albany,COLONIE ED 47,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,COLONIE ED 47,0,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 47,8,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 47,23,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 47,19,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 47,2,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 47,1,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 47,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 47,26,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 47,15,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 47,2,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 47,1,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 47,1,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 47,20,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 47,4,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 47,2,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 47,16,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 47,2,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 47,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 47,0,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 47,1,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 47,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 47,0,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 47,3,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 47,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 47,4,,
,Ballots Cast,,DEMOCRATIC,Albany,COLONIE ED 48,94,,
,Ballots Cast,,CONSERVATIVE,Albany,COLONIE ED 48,0,,
,Ballots Cast,,GREEN,Albany,COLONIE ED 48,0,,
,Ballots Cast,,INDEPENDENCE,Albany,COLONIE ED 48,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,COLONIE ED 48,0,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 48,7,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 48,47,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 48,42,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 48,4,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 48,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 48,1,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 48,48,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 48,38,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 48,4,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 48,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 48,4,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 48,38,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 48,16,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 48,5,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 48,27,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 48,4,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 48,2,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 48,2,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 48,2,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 48,2,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 48,1,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 48,0,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 48,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 48,2,,
,Ballots Cast,,DEMOCRATIC,Albany,COLONIE ED 49,67,,
,Ballots Cast,,CONSERVATIVE,Albany,COLONIE ED 49,0,,
,Ballots Cast,,GREEN,Albany,COLONIE ED 49,0,,
,Ballots Cast,,INDEPENDENCE,Albany,COLONIE ED 49,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,COLONIE ED 49,0,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 49,3,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 49,37,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 49,26,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 49,4,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 49,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 49,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 49,37,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 49,22,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 49,4,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 49,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 49,4,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 49,29,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 49,10,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 49,3,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 49,19,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 49,4,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 49,2,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 49,0,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 49,2,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 49,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 49,0,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 49,0,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 49,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 49,1,,
,Ballots Cast,,DEMOCRATIC,Albany,COLONIE ED 50,75,,
,Ballots Cast,,CONSERVATIVE,Albany,COLONIE ED 50,0,,
,Ballots Cast,,GREEN,Albany,COLONIE ED 50,0,,
,Ballots Cast,,INDEPENDENCE,Albany,COLONIE ED 50,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,COLONIE ED 50,0,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 50,5,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 50,44,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 50,30,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 50,1,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 50,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 50,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 50,33,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 50,41,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 50,1,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 50,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 50,0,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 50,26,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 50,12,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 50,4,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 50,30,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 50,1,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 50,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 50,1,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 50,0,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 50,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 50,1,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 50,0,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 50,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 50,4,,
,Ballots Cast,,DEMOCRATIC,Albany,COLONIE ED 51,108,,
,Ballots Cast,,CONSERVATIVE,Albany,COLONIE ED 51,0,,
,Ballots Cast,,GREEN,Albany,COLONIE ED 51,0,,
,Ballots Cast,,INDEPENDENCE,Albany,COLONIE ED 51,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,COLONIE ED 51,0,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 51,0,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 51,55,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 51,47,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 51,4,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 51,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 51,2,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 51,58,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 51,43,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 51,5,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 51,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 51,2,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 51,33,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 51,18,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 51,8,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 51,43,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 51,3,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 51,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 51,2,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 51,0,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 51,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 51,0,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 51,0,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 51,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 51,0,,
,Ballots Cast,,DEMOCRATIC,Albany,COLONIE ED 52,87,,
,Ballots Cast,,CONSERVATIVE,Albany,COLONIE ED 52,0,,
,Ballots Cast,,GREEN,Albany,COLONIE ED 52,0,,
,Ballots Cast,,INDEPENDENCE,Albany,COLONIE ED 52,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,COLONIE ED 52,0,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 52,1,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 52,47,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 52,39,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 52,1,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 52,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 52,0,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 52,43,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 52,39,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 52,1,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 52,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 52,4,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 52,34,,
Letitia A. James,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 52,3,,
Leecia R. Eve,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 52,6,,
Zephyr Teachout,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 52,42,,
WRITE-IN,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 52,1,,
OVER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 52,1,,
UNDER VOTES,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 52,0,,
Nancy B Sliwa,Attorney General,,REFORM,Albany,COLONIE ED 52,1,,
Mike Diederich,Attorney General,,REFORM,Albany,COLONIE ED 52,0,,
Christopher B Garvey,Attorney General,,REFORM,Albany,COLONIE ED 52,0,,
WRITE-IN,Attorney General,,REFORM,Albany,COLONIE ED 52,0,,
OVER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 52,0,,
UNDER VOTES,Attorney General,,REFORM,Albany,COLONIE ED 52,0,,
,Ballots Cast,,DEMOCRATIC,Albany,COLONIE ED 53,71,,
,Ballots Cast,,CONSERVATIVE,Albany,COLONIE ED 53,0,,
,Ballots Cast,,GREEN,Albany,COLONIE ED 53,0,,
,Ballots Cast,,INDEPENDENCE,Albany,COLONIE ED 53,0,,
,Ballots Cast,,WOMEN'S EQUALITY,Albany,COLONIE ED 53,0,,
,Ballots Cast,,REFORM,Albany,COLONIE ED 53,5,,
Cynthia E. Nixon,Governor,,DEMOCRATIC,Albany,COLONIE ED 53,29,,
Andrew M. Cuomo,Governor,,DEMOCRATIC,Albany,COLONIE ED 53,39,,
WRITE-IN,Governor,,DEMOCRATIC,Albany,COLONIE ED 53,2,,
OVER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 53,0,,
UNDER VOTES,Governor,,DEMOCRATIC,Albany,COLONIE ED 53,1,,
Kathy C. Hochul,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 53,50,,
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 53,17,,
WRITE-IN,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 53,1,,
OVER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 53,0,,
UNDER VOTES,Lieutenant Governor,,DEMOCRATIC,Albany,COLONIE ED 53,3,,
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Albany,COLONIE ED 53,30,,
