county,precinct,office,district,candidate,party,votes,updated
Madison,Town of Cazenovia 3,State Assembly,121,John J. Salka,REP,201,
Madison,Town of Cazenovia 3,State Assembly,121,John J. Salka,CON,16,
Madison,Town of Cazenovia 3,State Assembly,121,Corey J. Mosher,WOR,19,
Madison,Town of Cazenovia 3,State Assembly,121,Jake Cormell,LBT,10,
Madison,Town of Cazenovia 3,State Assembly,121,John J. Salka,IND,6,
Madison,Town of Cazenovia 3,State Assembly,121,Write-ins,,0,
Madison,Town of Cazenovia 3,State Assembly,121,Voids,,0,
Madison,Town of Cazenovia 3,State Assembly,121,Blanks,,17,
Madison,Town of Cazenovia 4,State Assembly,121,Dan Buttermann,DEM,412,
Madison,Town of Cazenovia 4,State Assembly,121,John J. Salka,REP,328,
Madison,Town of Cazenovia 4,State Assembly,121,John J. Salka,CON,41,
Madison,Town of Cazenovia 4,State Assembly,121,Corey J. Mosher,WOR,16,
Madison,Town of Cazenovia 4,State Assembly,121,Jake Cormell,LBT,11,
Madison,Town of Cazenovia 4,State Assembly,121,John J. Salka,IND,10,
Madison,Town of Cazenovia 4,State Assembly,121,Write-ins,,0,
Madison,Town of Cazenovia 4,State Assembly,121,Voids,,0,
Madison,Town of Cazenovia 4,State Assembly,121,Blanks,,22,
Madison,Town of Cazenovia 5,State Assembly,121,Dan Buttermann,DEM,415,
Madison,Town of Cazenovia 5,State Assembly,121,John J. Salka,REP,401,
Madison,Town of Cazenovia 5,State Assembly,121,John J. Salka,CON,37,
Madison,Town of Cazenovia 5,State Assembly,121,Corey J. Mosher,WOR,17,
Madison,Town of Cazenovia 5,State Assembly,121,Jake Cormell,LBT,13,
Madison,Town of Cazenovia 5,State Assembly,121,John J. Salka,IND,18,
Madison,Town of Cazenovia 5,State Assembly,121,Write-ins,,0,
Madison,Town of Cazenovia 5,State Assembly,121,Voids,,0,
Madison,Town of Cazenovia 5,State Assembly,121,Blanks,,32,
Madison,Town of Cazenovia 6,State Assembly,121,Dan Buttermann,DEM,307,
Madison,Town of Cazenovia 6,State Assembly,121,John J. Salka,REP,263,
Madison,Town of Cazenovia 6,State Assembly,121,John J. Salka,CON,19,
Madison,Town of Cazenovia 6,State Assembly,121,Corey J. Mosher,WOR,11,
Madison,Town of Cazenovia 6,State Assembly,121,Jake Cormell,LBT,6,
Madison,Town of Cazenovia 6,State Assembly,121,John J. Salka,IND,9,
Madison,Town of Cazenovia 6,State Assembly,121,Write-ins,,1,
Madison,Town of Cazenovia 6,State Assembly,121,Voids,,0,
Madison,Town of Cazenovia 6,State Assembly,121,Blanks,,18,
Madison,Town of DeRuyter 1,State Assembly,121,Dan Buttermann,DEM,159,
Madison,Town of DeRuyter 1,State Assembly,121,John J. Salka,REP,473,
Madison,Town of DeRuyter 1,State Assembly,121,John J. Salka,CON,52,
Madison,Town of DeRuyter 1,State Assembly,121,Corey J. Mosher,WOR,25,
Madison,Town of DeRuyter 1,State Assembly,121,Jake Cormell,LBT,11,
Madison,Town of DeRuyter 1,State Assembly,121,John J. Salka,IND,13,
Madison,Town of DeRuyter 1,State Assembly,121,Write-ins,,0,
Madison,Town of DeRuyter 1,State Assembly,121,Voids,,0,
Madison,Town of DeRuyter 1,State Assembly,121,Blanks,,42,
Madison,Town of Eaton 1,State Assembly,121,Dan Buttermann,DEM,241,
Madison,Town of Eaton 1,State Assembly,121,John J. Salka,REP,392,
Madison,Town of Eaton 1,State Assembly,121,John J. Salka,CON,55,
Madison,Town of Eaton 1,State Assembly,121,Corey J. Mosher,WOR,27,
Madison,Town of Eaton 1,State Assembly,121,Jake Cormell,LBT,15,
Madison,Town of Eaton 1,State Assembly,121,John J. Salka,IND,22,
Madison,Town of Eaton 1,State Assembly,121,Write-ins,,0,
Madison,Town of Eaton 1,State Assembly,121,Voids,,0,
Madison,Town of Eaton 1,State Assembly,121,Blanks,,38,
Madison,Town of Eaton 2,State Assembly,121,Dan Buttermann,DEM,205,
Madison,Town of Eaton 2,State Assembly,121,John J. Salka,REP,442,
Madison,Town of Eaton 2,State Assembly,121,John J. Salka,CON,55,
Madison,Town of Eaton 2,State Assembly,121,Corey J. Mosher,WOR,50,
Madison,Town of Eaton 2,State Assembly,121,Jake Cormell,LBT,11,
Madison,Town of Eaton 2,State Assembly,121,John J. Salka,IND,22,
Madison,Town of Eaton 2,State Assembly,121,Write-ins,,0,
Madison,Town of Eaton 2,State Assembly,121,Voids,,0,
Madison,Town of Eaton 2,State Assembly,121,Blanks,,30,
Madison,Town of Fenner 1,State Assembly,121,Dan Buttermann,DEM,276,
Madison,Town of Fenner 1,State Assembly,121,John J. Salka,REP,506,
Madison,Town of Fenner 1,State Assembly,121,John J. Salka,CON,48,
Madison,Town of Fenner 1,State Assembly,121,Corey J. Mosher,WOR,19,
Madison,Town of Fenner 1,State Assembly,121,Jake Cormell,LBT,15,
Madison,Town of Fenner 1,State Assembly,121,John J. Salka,IND,15,
Madison,Town of Fenner 1,State Assembly,121,Write-ins,,0,
Madison,Town of Fenner 1,State Assembly,121,Voids,,0,
Madison,Town of Fenner 1,State Assembly,121,Blanks,,38,
Madison,Town of Georgetown 1,State Assembly,121,Dan Buttermann,DEM,53,
Madison,Town of Georgetown 1,State Assembly,121,John J. Salka,REP,237,
Madison,Town of Georgetown 1,State Assembly,121,John J. Salka,CON,23,
Madison,Town of Georgetown 1,State Assembly,121,Corey J. Mosher,WOR,8,
Madison,Town of Georgetown 1,State Assembly,121,Jake Cormell,LBT,0,
Madison,Town of Georgetown 1,State Assembly,121,John J. Salka,IND,4,
Madison,Town of Georgetown 1,State Assembly,121,Write-ins,,0,
Madison,Town of Georgetown 1,State Assembly,121,Voids,,0,
Madison,Town of Georgetown 1,State Assembly,121,Blanks,,19,
Madison,Town of Hamilton 1,State Assembly,121,Dan Buttermann,DEM,275,
Madison,Town of Hamilton 1,State Assembly,121,John J. Salka,REP,135,
Madison,Town of Hamilton 1,State Assembly,121,John J. Salka,CON,10,
Madison,Town of Hamilton 1,State Assembly,121,Corey J. Mosher,WOR,36,
Madison,Town of Hamilton 1,State Assembly,121,Jake Cormell,LBT,3,
Madison,Town of Hamilton 1,State Assembly,121,John J. Salka,IND,9,
Madison,Town of Hamilton 1,State Assembly,121,Write-ins,,0,
Madison,Town of Hamilton 1,State Assembly,121,Voids,,0,
Madison,Town of Hamilton 1,State Assembly,121,Blanks,,14,
Madison,Town of Hamilton 2,State Assembly,121,Dan Buttermann,DEM,447,
Madison,Town of Hamilton 2,State Assembly,121,John J. Salka,REP,172,
Madison,Town of Hamilton 2,State Assembly,121,John J. Salka,CON,18,
Madison,Town of Hamilton 2,State Assembly,121,Corey J. Mosher,WOR,40,
Madison,Town of Hamilton 2,State Assembly,121,Jake Cormell,LBT,2,
Madison,Town of Hamilton 2,State Assembly,121,John J. Salka,IND,11,
Madison,Town of Hamilton 2,State Assembly,121,Write-ins,,0,
Madison,Town of Hamilton 2,State Assembly,121,Voids,,0,
Madison,Town of Hamilton 2,State Assembly,121,Blanks,,27,
Madison,Town of Hamilton 3,State Assembly,121,Dan Buttermann,DEM,98,
Madison,Town of Hamilton 3,State Assembly,121,John J. Salka,REP,155,
Madison,Town of Hamilton 3,State Assembly,121,John J. Salka,CON,16,
Madison,Town of Hamilton 3,State Assembly,121,Corey J. Mosher,WOR,10,
Madison,Town of Hamilton 3,State Assembly,121,Jake Cormell,LBT,0,
Madison,Town of Hamilton 3,State Assembly,121,John J. Salka,IND,9,
Madison,Town of Hamilton 3,State Assembly,121,Write-ins,,0,
Madison,Town of Hamilton 3,State Assembly,121,Voids,,0,
Madison,Town of Hamilton 3,State Assembly,121,Blanks,,9,
Madison,Town of Hamilton 4,State Assembly,121,Dan Buttermann,DEM,241,
Madison,Town of Hamilton 4,State Assembly,121,John J. Salka,REP,351,
Madison,Town of Hamilton 4,State Assembly,121,John J. Salka,CON,35,
Madison,Town of Hamilton 4,State Assembly,121,Corey J. Mosher,WOR,33,
Madison,Town of Hamilton 4,State Assembly,121,Jake Cormell,LBT,15,
Madison,Town of Hamilton 4,State Assembly,121,John J. Salka,IND,14,
Madison,Town of Hamilton 4,State Assembly,121,Write-ins,,2,
Madison,Town of Hamilton 4,State Assembly,121,Voids,,0,
Madison,Town of Hamilton 4,State Assembly,121,Blanks,,18,
Madison,Town of Lebanon 1,State Assembly,121,Dan Buttermann,DEM,60,
Madison,Town of Lebanon 1,State Assembly,121,John J. Salka,REP,136,
Madison,Town of Lebanon 1,State Assembly,121,John J. Salka,CON,18,
Madison,Town of Lebanon 1,State Assembly,121,Corey J. Mosher,WOR,7,
Madison,Town of Lebanon 1,State Assembly,121,Jake Cormell,LBT,1,
Madison,Town of Lebanon 1,State Assembly,121,John J. Salka,IND,5,
Madison,Town of Lebanon 1,State Assembly,121,Write-ins,,0,
Madison,Town of Lebanon 1,State Assembly,121,Voids,,0,
Madison,Town of Lebanon 1,State Assembly,121,Blanks,,15,
Madison,Town of Lebanon 2,State Assembly,121,Dan Buttermann,DEM,122,
Madison,Town of Lebanon 2,State Assembly,121,John J. Salka,REP,245,
Madison,Town of Lebanon 2,State Assembly,121,John J. Salka,CON,15,
Madison,Town of Lebanon 2,State Assembly,121,Corey J. Mosher,WOR,16,
Madison,Town of Lebanon 2,State Assembly,121,Jake Cormell,LBT,1,
Madison,Town of Lebanon 2,State Assembly,121,John J. Salka,IND,9,
Madison,Town of Lebanon 2,State Assembly,121,Write-ins,,0,
Madison,Town of Lebanon 2,State Assembly,121,Voids,,0,
Madison,Town of Lebanon 2,State Assembly,121,Blanks,,16,
Madison,Town of Lenox 1,State Assembly,121,Dan Buttermann,DEM,227,
Madison,Town of Lenox 1,State Assembly,121,John J. Salka,REP,479,
Madison,Town of Lenox 1,State Assembly,121,John J. Salka,CON,58,
Madison,Town of Lenox 1,State Assembly,121,Corey J. Mosher,WOR,19,
Madison,Town of Lenox 1,State Assembly,121,Jake Cormell,LBT,11,
Madison,Town of Lenox 1,State Assembly,121,John J. Salka,IND,17,
Madison,Town of Lenox 1,State Assembly,121,Write-ins,,0,
Madison,Town of Lenox 1,State Assembly,121,Voids,,0,
Madison,Town of Lenox 1,State Assembly,121,Blanks,,53,
Madison,Town of Lenox 2,State Assembly,121,Dan Buttermann,DEM,179,
Madison,Town of Lenox 2,State Assembly,121,John J. Salka,REP,391,
Madison,Town of Lenox 2,State Assembly,121,John J. Salka,CON,38,
Madison,Town of Lenox 2,State Assembly,121,Corey J. Mosher,WOR,20,
Madison,Town of Lenox 2,State Assembly,121,Jake Cormell,LBT,10,
Madison,Town of Lenox 2,State Assembly,121,John J. Salka,IND,20,
Madison,Town of Lenox 2,State Assembly,121,Write-ins,,1,
Madison,Town of Lenox 2,State Assembly,121,Voids,,0,
Madison,Town of Lenox 2,State Assembly,121,Blanks,,47,
Madison,Town of Lenox 3,State Assembly,121,Dan Buttermann,DEM,202,
Madison,Town of Lenox 3,State Assembly,121,John J. Salka,REP,412,
Madison,Town of Lenox 3,State Assembly,121,John J. Salka,CON,28,
Madison,Town of Lenox 3,State Assembly,121,Corey J. Mosher,WOR,24,
Madison,Town of Lenox 3,State Assembly,121,Jake Cormell,LBT,12,
Madison,Town of Lenox 3,State Assembly,121,John J. Salka,IND,14,
Madison,Town of Lenox 3,State Assembly,121,Write-ins,,0,
Madison,Town of Lenox 3,State Assembly,121,Voids,,0,
Madison,Town of Lenox 3,State Assembly,121,Blanks,,55,
Madison,Town of Lenox 4,State Assembly,121,Dan Buttermann,DEM,187,
Madison,Town of Lenox 4,State Assembly,121,John J. Salka,REP,341,
Madison,Town of Lenox 4,State Assembly,121,John J. Salka,CON,20,
Madison,Town of Lenox 4,State Assembly,121,Corey J. Mosher,WOR,15,
Madison,Town of Lenox 4,State Assembly,121,Jake Cormell,LBT,6,
Madison,Town of Lenox 4,State Assembly,121,John J. Salka,IND,4,
Madison,Town of Lenox 4,State Assembly,121,Write-ins,,0,
Madison,Town of Lenox 4,State Assembly,121,Voids,,0,
Madison,Town of Lenox 4,State Assembly,121,Blanks,,13,
Madison,Town of Lenox 5,State Assembly,121,Dan Buttermann,DEM,254,
Madison,Town of Lenox 5,State Assembly,121,John J. Salka,REP,486,
Madison,Town of Lenox 5,State Assembly,121,John J. Salka,CON,31,
Madison,Town of Lenox 5,State Assembly,121,Corey J. Mosher,WOR,20,
Madison,Town of Lenox 5,State Assembly,121,Jake Cormell,LBT,15,
Madison,Town of Lenox 5,State Assembly,121,John J. Salka,IND,24,
Madison,Town of Lenox 5,State Assembly,121,Write-ins,,0,
Madison,Town of Lenox 5,State Assembly,121,Voids,,0,
Madison,Town of Lenox 5,State Assembly,121,Blanks,,55,
Madison,Town of Lenox 6,State Assembly,121,Dan Buttermann,DEM,89,
Madison,Town of Lenox 6,State Assembly,121,John J. Salka,REP,226,
Madison,Town of Lenox 6,State Assembly,121,John J. Salka,CON,15,
Madison,Town of Lenox 6,State Assembly,121,Corey J. Mosher,WOR,5,
Madison,Town of Lenox 6,State Assembly,121,Jake Cormell,LBT,6,
Madison,Town of Lenox 6,State Assembly,121,John J. Salka,IND,6,
Madison,Town of Lenox 6,State Assembly,121,Write-ins,,0,
Madison,Town of Lenox 6,State Assembly,121,Voids,,0,
Madison,Town of Lenox 6,State Assembly,121,Blanks,,10,
Madison,Town of Lincoln 1,State Assembly,121,Dan Buttermann,DEM,123,
Madison,Town of Lincoln 1,State Assembly,121,John J. Salka,REP,278,
Madison,Town of Lincoln 1,State Assembly,121,John J. Salka,CON,14,
Madison,Town of Lincoln 1,State Assembly,121,Corey J. Mosher,WOR,8,
Madison,Town of Lincoln 1,State Assembly,121,Jake Cormell,LBT,7,
Madison,Town of Lincoln 1,State Assembly,121,John J. Salka,IND,9,
Madison,Town of Lincoln 1,State Assembly,121,Write-ins,,0,
Madison,Town of Lincoln 1,State Assembly,121,Voids,,0,
Madison,Town of Lincoln 1,State Assembly,121,Blanks,,13,
Madison,Town of Lincoln 2,State Assembly,121,Dan Buttermann,DEM,102,
Madison,Town of Lincoln 2,State Assembly,121,John J. Salka,REP,315,
Madison,Town of Lincoln 2,State Assembly,121,John J. Salka,CON,32,
Madison,Town of Lincoln 2,State Assembly,121,Corey J. Mosher,WOR,15,
Madison,Town of Lincoln 2,State Assembly,121,Jake Cormell,LBT,5,
Madison,Town of Lincoln 2,State Assembly,121,John J. Salka,IND,13,
Madison,Town of Lincoln 2,State Assembly,121,Write-ins,,0,
Madison,Town of Lincoln 2,State Assembly,121,Voids,,0,
Madison,Town of Lincoln 2,State Assembly,121,Blanks,,23,
Madison,Town of Madison 1,State Assembly,121,Dan Buttermann,DEM,284,
Madison,Town of Madison 1,State Assembly,121,John J. Salka,REP,447,
Madison,Town of Madison 1,State Assembly,121,John J. Salka,CON,42,
Madison,Town of Madison 1,State Assembly,121,Corey J. Mosher,WOR,31,
Madison,Town of Madison 1,State Assembly,121,Jake Cormell,LBT,8,
Madison,Town of Madison 1,State Assembly,121,John J. Salka,IND,12,
Madison,Town of Madison 1,State Assembly,121,Write-ins,,0,
Madison,Town of Madison 1,State Assembly,121,Voids,,0,
Madison,Town of Madison 1,State Assembly,121,Blanks,,17,
Madison,Town of Madison 2,State Assembly,121,Dan Buttermann,DEM,224,
Madison,Town of Madison 2,State Assembly,121,John J. Salka,REP,351,
Madison,Town of Madison 2,State Assembly,121,John J. Salka,CON,27,
Madison,Town of Madison 2,State Assembly,121,Corey J. Mosher,WOR,42,
Madison,Town of Madison 2,State Assembly,121,Jake Cormell,LBT,6,
Madison,Town of Madison 2,State Assembly,121,John J. Salka,IND,15,
Madison,Town of Madison 2,State Assembly,121,Write-ins,,0,
Madison,Town of Madison 2,State Assembly,121,Voids,,0,
Madison,Town of Madison 2,State Assembly,121,Blanks,,22,
Madison,Town of Nelson 1,State Assembly,121,Dan Buttermann,DEM,200,
Madison,Town of Nelson 1,State Assembly,121,John J. Salka,REP,310,
Madison,Town of Nelson 1,State Assembly,121,John J. Salka,CON,38,
Madison,Town of Nelson 1,State Assembly,121,Corey J. Mosher,WOR,14,
Madison,Town of Nelson 1,State Assembly,121,Jake Cormell,LBT,9,
Madison,Town of Nelson 1,State Assembly,121,John J. Salka,IND,13,
Madison,Town of Nelson 1,State Assembly,121,Write-ins,,0,
Madison,Town of Nelson 1,State Assembly,121,Voids,,0,
Madison,Town of Nelson 1,State Assembly,121,Blanks,,17,
Madison,Town of Nelson 2,State Assembly,121,Dan Buttermann,DEM,205,
Madison,Town of Nelson 2,State Assembly,121,John J. Salka,REP,286,
Madison,Town of Nelson 2,State Assembly,121,John J. Salka,CON,23,
Madison,Town of Nelson 2,State Assembly,121,Corey J. Mosher,WOR,7,
Madison,Town of Nelson 2,State Assembly,121,Jake Cormell,LBT,6,
Madison,Town of Nelson 2,State Assembly,121,John J. Salka,IND,12,
Madison,Town of Nelson 2,State Assembly,121,Write-ins,,0,
Madison,Town of Nelson 2,State Assembly,121,Voids,,0,
Madison,Town of Nelson 2,State Assembly,121,Blanks,,27,
Madison,Town of Smithfield 1,State Assembly,121,Dan Buttermann,DEM,122,
Madison,Town of Smithfield 1,State Assembly,121,John J. Salka,REP,327,
Madison,Town of Smithfield 1,State Assembly,121,John J. Salka,CON,41,
Madison,Town of Smithfield 1,State Assembly,121,Corey J. Mosher,WOR,23,
Madison,Town of Smithfield 1,State Assembly,121,Jake Cormell,LBT,9,
Madison,Town of Smithfield 1,State Assembly,121,John J. Salka,IND,8,
Madison,Town of Smithfield 1,State Assembly,121,Write-ins,,0,
Madison,Town of Smithfield 1,State Assembly,121,Voids,,0,
Madison,Town of Smithfield 1,State Assembly,121,Blanks,,24,
Madison,Town of Stockbridge 1,State Assembly,121,Dan Buttermann,DEM,90,
Madison,Town of Stockbridge 1,State Assembly,121,John J. Salka,REP,270,
Madison,Town of Stockbridge 1,State Assembly,121,John J. Salka,CON,19,
Madison,Town of Stockbridge 1,State Assembly,121,Corey J. Mosher,WOR,17,
Madison,Town of Stockbridge 1,State Assembly,121,Jake Cormell,LBT,1,
Madison,Town of Stockbridge 1,State Assembly,121,John J. Salka,IND,8,
Madison,Town of Stockbridge 1,State Assembly,121,Write-ins,,1,
Madison,Town of Stockbridge 1,State Assembly,121,Voids,,0,
Madison,Town of Stockbridge 1,State Assembly,121,Blanks,,22,
Madison,Town of Stockbridge 2,State Assembly,121,Dan Buttermann,DEM,98,
Madison,Town of Stockbridge 2,State Assembly,121,John J. Salka,REP,344,
Madison,Town of Stockbridge 2,State Assembly,121,John J. Salka,CON,23,
Madison,Town of Stockbridge 2,State Assembly,121,Corey J. Mosher,WOR,11,
Madison,Town of Stockbridge 2,State Assembly,121,Jake Cormell,LBT,5,
Madison,Town of Stockbridge 2,State Assembly,121,John J. Salka,IND,14,
Madison,Town of Stockbridge 2,State Assembly,121,Write-ins,,0,
Madison,Town of Stockbridge 2,State Assembly,121,Voids,,0,
Madison,Town of Stockbridge 2,State Assembly,121,Blanks,,28,
Madison,Town of Sullivan 1,State Assembly,121,Dan Buttermann,DEM,493,
Madison,Town of Sullivan 1,State Assembly,121,John J. Salka,REP,610,
Madison,Town of Sullivan 1,State Assembly,121,John J. Salka,CON,65,
Madison,Town of Sullivan 1,State Assembly,121,Corey J. Mosher,WOR,17,
Madison,Town of Sullivan 1,State Assembly,121,Jake Cormell,LBT,12,
Madison,Town of Sullivan 1,State Assembly,121,John J. Salka,IND,21,
Madison,Town of Sullivan 1,State Assembly,121,Write-ins,,0,
Madison,Town of Sullivan 1,State Assembly,121,Voids,,0,
Madison,Town of Sullivan 1,State Assembly,121,Blanks,,60,
Madison,Town of Sullivan 2,State Assembly,121,Dan Buttermann,DEM,308,
Madison,Town of Sullivan 2,State Assembly,121,John J. Salka,REP,495,
Madison,Town of Sullivan 2,State Assembly,121,John J. Salka,CON,50,
Madison,Town of Sullivan 2,State Assembly,121,Corey J. Mosher,WOR,21,
Madison,Town of Sullivan 2,State Assembly,121,Jake Cormell,LBT,13,
Madison,Town of Sullivan 2,State Assembly,121,John J. Salka,IND,9,
Madison,Town of Sullivan 2,State Assembly,121,Write-ins,,0,
Madison,Town of Sullivan 2,State Assembly,121,Voids,,0,
Madison,Town of Sullivan 2,State Assembly,121,Blanks,,51,
Madison,Town of Sullivan 3,State Assembly,121,Dan Buttermann,DEM,236,
Madison,Town of Sullivan 3,State Assembly,121,John J. Salka,REP,397,
Madison,Town of Sullivan 3,State Assembly,121,John J. Salka,CON,40,
Madison,Town of Sullivan 3,State Assembly,121,Corey J. Mosher,WOR,18,
Madison,Town of Sullivan 3,State Assembly,121,Jake Cormell,LBT,11,
Madison,Town of Sullivan 3,State Assembly,121,John J. Salka,IND,10,
Madison,Town of Sullivan 3,State Assembly,121,Write-ins,,0,
Madison,Town of Sullivan 3,State Assembly,121,Voids,,0,
Madison,Town of Sullivan 3,State Assembly,121,Blanks,,32,
Madison,Town of Sullivan 4,State Assembly,121,Dan Buttermann,DEM,129,
Madison,Town of Sullivan 4,State Assembly,121,John J. Salka,REP,211,
Madison,Town of Sullivan 4,State Assembly,121,John J. Salka,CON,16,
Madison,Town of Sullivan 4,State Assembly,121,Corey J. Mosher,WOR,8,
Madison,Town of Sullivan 4,State Assembly,121,Jake Cormell,LBT,2,
Madison,Town of Sullivan 4,State Assembly,121,John J. Salka,IND,8,
Madison,Town of Sullivan 4,State Assembly,121,Write-ins,,0,
Madison,Town of Sullivan 4,State Assembly,121,Voids,,0,
Madison,Town of Sullivan 4,State Assembly,121,Blanks,,21,
Madison,Town of Sullivan 5,State Assembly,121,Dan Buttermann,DEM,292,
Madison,Town of Sullivan 5,State Assembly,121,John J. Salka,REP,459,
Madison,Town of Sullivan 5,State Assembly,121,John J. Salka,CON,50,
Madison,Town of Sullivan 5,State Assembly,121,Corey J. Mosher,WOR,25,
Madison,Town of Sullivan 5,State Assembly,121,Jake Cormell,LBT,12,
Madison,Town of Sullivan 5,State Assembly,121,John J. Salka,IND,22,
Madison,Town of Sullivan 5,State Assembly,121,Write-ins,,0,
Madison,Town of Sullivan 5,State Assembly,121,Voids,,0,
Madison,Town of Sullivan 5,State Assembly,121,Blanks,,56,
Madison,Town of Sullivan 6,State Assembly,121,Dan Buttermann,DEM,272,
Madison,Town of Sullivan 6,State Assembly,121,John J. Salka,REP,398,
Madison,Town of Sullivan 6,State Assembly,121,John J. Salka,CON,40,
Madison,Town of Sullivan 6,State Assembly,121,Corey J. Mosher,WOR,20,
Madison,Town of Sullivan 6,State Assembly,121,Jake Cormell,LBT,9,
Madison,Town of Sullivan 6,State Assembly,121,John J. Salka,IND,15,
Madison,Town of Sullivan 6,State Assembly,121,Write-ins,,0,
Madison,Town of Sullivan 6,State Assembly,121,Voids,,1,
Madison,Town of Sullivan 6,State Assembly,121,Blanks,,36,
Madison,Town of Sullivan 7,State Assembly,121,Dan Buttermann,DEM,227,
Madison,Town of Sullivan 7,State Assembly,121,John J. Salka,REP,411,
Madison,Town of Sullivan 7,State Assembly,121,John J. Salka,CON,40,
Madison,Town of Sullivan 7,State Assembly,121,Corey J. Mosher,WOR,15,
Madison,Town of Sullivan 7,State Assembly,121,Jake Cormell,LBT,5,
Madison,Town of Sullivan 7,State Assembly,121,John J. Salka,IND,19,
Madison,Town of Sullivan 7,State Assembly,121,Write-ins,,1,
Madison,Town of Sullivan 7,State Assembly,121,Voids,,0,
Madison,Town of Sullivan 7,State Assembly,121,Blanks,,34,
Madison,Town of Sullivan 8,State Assembly,121,Dan Buttermann,DEM,209,
Madison,Town of Sullivan 8,State Assembly,121,John J. Salka,REP,235,
Madison,Town of Sullivan 8,State Assembly,121,John J. Salka,CON,23,
Madison,Town of Sullivan 8,State Assembly,121,Corey J. Mosher,WOR,9,
Madison,Town of Sullivan 8,State Assembly,121,Jake Cormell,LBT,6,
Madison,Town of Sullivan 8,State Assembly,121,John J. Salka,IND,10,
Madison,Town of Sullivan 8,State Assembly,121,Write-ins,,1,
Madison,Town of Sullivan 8,State Assembly,121,Voids,,0,
Madison,Town of Sullivan 8,State Assembly,121,Blanks,,31,
Madison,Town of Sullivan 9,State Assembly,121,Dan Buttermann,DEM,160,
Madison,Town of Sullivan 9,State Assembly,121,John J. Salka,REP,334,
Madison,Town of Sullivan 9,State Assembly,121,John J. Salka,CON,44,
Madison,Town of Sullivan 9,State Assembly,121,Corey J. Mosher,WOR,14,
Madison,Town of Sullivan 9,State Assembly,121,Jake Cormell,LBT,5,
Madison,Town of Sullivan 9,State Assembly,121,John J. Salka,IND,12,
Madison,Town of Sullivan 9,State Assembly,121,Write-ins,,0,
Madison,Town of Sullivan 9,State Assembly,121,Voids,,0,
Madison,Town of Sullivan 9,State Assembly,121,Blanks,,35,
Madison,Town of Sullivan 10,State Assembly,121,Dan Buttermann,DEM,217,
Madison,Town of Sullivan 10,State Assembly,121,John J. Salka,REP,295,
Madison,Town of Sullivan 10,State Assembly,121,John J. Salka,CON,32,
Madison,Town of Sullivan 10,State Assembly,121,Corey J. Mosher,WOR,14,
Madison,Town of Sullivan 10,State Assembly,121,Jake Cormell,LBT,15,
Madison,Town of Sullivan 10,State Assembly,121,John J. Salka,IND,15,
Madison,Town of Sullivan 10,State Assembly,121,Write-ins,,0,
Madison,Town of Sullivan 10,State Assembly,121,Voids,,0,
Madison,Town of Sullivan 10,State Assembly,121,Blanks,,36,
Madison,Town of Sullivan 11,State Assembly,121,Dan Buttermann,DEM,202,
Madison,Town of Sullivan 11,State Assembly,121,John J. Salka,REP,315,
Madison,Town of Sullivan 11,State Assembly,121,John J. Salka,CON,41,
Madison,Town of Sullivan 11,State Assembly,121,Corey J. Mosher,WOR,12,
Madison,Town of Sullivan 11,State Assembly,121,Jake Cormell,LBT,7,
Madison,Town of Sullivan 11,State Assembly,121,John J. Salka,IND,16,
Madison,Town of Sullivan 11,State Assembly,121,Write-ins,,0,
Madison,Town of Sullivan 11,State Assembly,121,Voids,,0,
Madison,Town of Sullivan 11,State Assembly,121,Blanks,,27,
Madison,City of Oneida Ward 1,U.S. House,22,Anthony J. Brindisi,DEM,457,
Madison,City of Oneida Ward 1,U.S. House,22,Claudia Tenney,REP,446,
Madison,City of Oneida Ward 1,U.S. House,22,Claudia Tenney,CON,48,
Madison,City of Oneida Ward 1,U.S. House,22,Anthony J. Brindisi,WOR,37,
Madison,City of Oneida Ward 1,U.S. House,22,Keith D. Price Jr.,LBT,17,
Madison,City of Oneida Ward 1,U.S. House,22,Anthony J. Brindisi,IND,22,
Madison,City of Oneida Ward 1,U.S. House,22,Write-ins,,0,
Madison,City of Oneida Ward 1,U.S. House,22,Voids,,0,
Madison,City of Oneida Ward 1,U.S. House,22,Blanks,,22,
Madison,City of Oneida Ward 2,U.S. House,22,Anthony J. Brindisi,DEM,409,
Madison,City of Oneida Ward 2,U.S. House,22,Claudia Tenney,REP,407,
Madison,City of Oneida Ward 2,U.S. House,22,Claudia Tenney,CON,38,
Madison,City of Oneida Ward 2,U.S. House,22,Anthony J. Brindisi,WOR,26,
Madison,City of Oneida Ward 2,U.S. House,22,Keith D. Price Jr.,LBT,13,
Madison,City of Oneida Ward 2,U.S. House,22,Anthony J. Brindisi,IND,27,
Madison,City of Oneida Ward 2,U.S. House,22,Write-ins,,0,
Madison,City of Oneida Ward 2,U.S. House,22,Voids,,0,
Madison,City of Oneida Ward 2,U.S. House,22,Blanks,,19,
Madison,City of Oneida Ward 3,U.S. House,22,Anthony J. Brindisi,DEM,464,
Madison,City of Oneida Ward 3,U.S. House,22,Claudia Tenney,REP,406,
Madison,City of Oneida Ward 3,U.S. House,22,Claudia Tenney,CON,45,
Madison,City of Oneida Ward 3,U.S. House,22,Anthony J. Brindisi,WOR,31,
Madison,City of Oneida Ward 3,U.S. House,22,Keith D. Price Jr.,LBT,12,
