county,precinct,office,district,candidate,party,votes,absentee
Cattaraugus,Napoli,U.S. House,23,Blanks,,18,7
Cattaraugus,New Albion,U.S. House,23,Blanks,,20,6
Cattaraugus,Otto,U.S. House,23,Blanks,,11,5
Cattaraugus,Perrysburg,U.S. House,23,Blanks,,17,1
Cattaraugus,Persia,U.S. House,23,Blanks,,30,0
Cattaraugus,Portville 1,U.S. House,23,Blanks,,9,0
Cattaraugus,Portville 2,U.S. House,23,Blanks,,17,3
Cattaraugus,Randolph District 1,U.S. House,23,Blanks,,12,10
Cattaraugus,Randolph District 2,U.S. House,23,Blanks,,10,2
Cattaraugus,Red House,U.S. House,23,Blanks,,1,5
Cattaraugus,South Valley,U.S. House,23,Blanks,,3,28
Cattaraugus,Town of Olean 1,U.S. House,23,Blanks,,9,0
Cattaraugus,Town of Olean 2,U.S. House,23,Blanks,,15,6
Cattaraugus,Town of Salamanca,U.S. House,23,Blanks,,19,2
Cattaraugus,Yorkshire 1,U.S. House,23,Blanks,,26,5
Cattaraugus,Yorkshire 2,U.S. House,23,Blanks,,26,10
Cattaraugus,Allegany District 1,State Senate,57,Frank V. Puglisi,DEM,118,76
Cattaraugus,Allegany District 2,State Senate,57,Frank V. Puglisi,DEM,49,19
Cattaraugus,Allegany District 3,State Senate,57,Frank V. Puglisi,DEM,67,26
Cattaraugus,Allegany District 4,State Senate,57,Frank V. Puglisi,DEM,73,33
Cattaraugus,Allegany District 5,State Senate,57,Frank V. Puglisi,DEM,70,96
Cattaraugus,Ashford District 1,State Senate,57,Frank V. Puglisi,DEM,59,79
Cattaraugus,Ashford District 2,State Senate,57,Frank V. Puglisi,DEM,113,69
Cattaraugus,Carrollton,State Senate,57,Frank V. Puglisi,DEM,74,62
Cattaraugus,City of Olean - Ward 1,State Senate,57,Frank V. Puglisi,DEM,121,57
Cattaraugus,City of Olean - Ward 2,State Senate,57,Frank V. Puglisi,DEM,93,47
Cattaraugus,City of Olean - Ward 3,State Senate,57,Frank V. Puglisi,DEM,72,64
Cattaraugus,City of Olean - Ward 4,State Senate,57,Frank V. Puglisi,DEM,67,49
Cattaraugus,City of Olean - Ward 5,State Senate,57,Frank V. Puglisi,DEM,95,33
Cattaraugus,City of Olean - Ward 6,State Senate,57,Frank V. Puglisi,DEM,99,50
Cattaraugus,City of Olean - Ward 7,State Senate,57,Frank V. Puglisi,DEM,85,22
Cattaraugus,City of Salamanca - Ward 1,State Senate,57,Frank V. Puglisi,DEM,53,50
Cattaraugus,City of Salamanca - Ward 2,State Senate,57,Frank V. Puglisi,DEM,161,8
Cattaraugus,City of Salamanca - Ward 3,State Senate,57,Frank V. Puglisi,DEM,69,50
Cattaraugus,City of Salamanca - Ward 4,State Senate,57,Frank V. Puglisi,DEM,116,18
Cattaraugus,City of Salamanca - Ward 5,State Senate,57,Frank V. Puglisi,DEM,69,23
Cattaraugus,Coldspring,State Senate,57,Frank V. Puglisi,DEM,51,53
Cattaraugus,Conewango,State Senate,57,Frank V. Puglisi,DEM,48,38
Cattaraugus,Dayton,State Senate,57,Frank V. Puglisi,DEM,55,29
Cattaraugus,Early Voting - Little Valley 1,State Senate,57,Frank V. Puglisi,DEM,474,
Cattaraugus,Early Voting - Little Valley 2,State Senate,57,Frank V. Puglisi,DEM,373,
Cattaraugus,Early Voting - Olean 1,State Senate,57,Frank V. Puglisi,DEM,1074,
Cattaraugus,Early Voting - Olean 2,State Senate,57,Frank V. Puglisi,DEM,560,
Cattaraugus,East Otto,State Senate,57,Frank V. Puglisi,DEM,57,23
Cattaraugus,Ellicottville,State Senate,57,Frank V. Puglisi,DEM,123,39
Cattaraugus,Farmersville,State Senate,57,Frank V. Puglisi,DEM,49,41
Cattaraugus,Franklinville District 1,State Senate,57,Frank V. Puglisi,DEM,82,8
Cattaraugus,Franklinville District 2,State Senate,57,Frank V. Puglisi,DEM,65,23
Cattaraugus,Freedom,State Senate,57,Frank V. Puglisi,DEM,119,6
Cattaraugus,Great Valley 1,State Senate,57,Frank V. Puglisi,DEM,79,30
Cattaraugus,Great Valley 2,State Senate,57,Frank V. Puglisi,DEM,88,12
Cattaraugus,Hinsdale,State Senate,57,Frank V. Puglisi,DEM,107,28
Cattaraugus,Humphrey,State Senate,57,Frank V. Puglisi,DEM,44,49
Cattaraugus,Ischua,State Senate,57,Frank V. Puglisi,DEM,47,32
Cattaraugus,Leon,State Senate,57,Frank V. Puglisi,DEM,27,15
Cattaraugus,Little Valley,State Senate,57,Frank V. Puglisi,DEM,55,23
Cattaraugus,Lyndon,State Senate,57,Frank V. Puglisi,DEM,67,62
Cattaraugus,Machias,State Senate,57,Frank V. Puglisi,DEM,111,78
Cattaraugus,Mansfield,State Senate,57,Frank V. Puglisi,DEM,34,57
Cattaraugus,Napoli,State Senate,57,Frank V. Puglisi,DEM,45,52
Cattaraugus,New Albion,State Senate,57,Frank V. Puglisi,DEM,104,36
Cattaraugus,Otto,State Senate,57,Frank V. Puglisi,DEM,41,35
Cattaraugus,Perrysburg,State Senate,57,Frank V. Puglisi,DEM,130,23
Cattaraugus,Persia,State Senate,57,Frank V. Puglisi,DEM,128,2
Cattaraugus,Portville 1,State Senate,57,Frank V. Puglisi,DEM,104,6
Cattaraugus,Portville 2,State Senate,57,Frank V. Puglisi,DEM,72,22
Cattaraugus,Randolph District 1,State Senate,57,Frank V. Puglisi,DEM,53,49
Cattaraugus,Randolph District 2,State Senate,57,Frank V. Puglisi,DEM,64,13
Cattaraugus,Red House,State Senate,57,Frank V. Puglisi,DEM,1,35
Cattaraugus,South Valley,State Senate,57,Frank V. Puglisi,DEM,40,44
Cattaraugus,Town of Olean 1,State Senate,57,Frank V. Puglisi,DEM,39,18
Cattaraugus,Town of Olean 2,State Senate,57,Frank V. Puglisi,DEM,50,57
Cattaraugus,Town of Salamanca,State Senate,57,Frank V. Puglisi,DEM,72,29
Cattaraugus,Yorkshire 1,State Senate,57,Frank V. Puglisi,DEM,119,29
Cattaraugus,Yorkshire 2,State Senate,57,Frank V. Puglisi,DEM,104,54
Cattaraugus,Allegany District 1,State Senate,57,George M. Borrello,REP,322,31
Cattaraugus,Allegany District 2,State Senate,57,George M. Borrello,REP,123,15
Cattaraugus,Allegany District 3,State Senate,57,George M. Borrello,REP,291,21
Cattaraugus,Allegany District 4,State Senate,57,George M. Borrello,REP,363,53
Cattaraugus,Allegany District 5,State Senate,57,George M. Borrello,REP,334,72
Cattaraugus,Ashford District 1,State Senate,57,George M. Borrello,REP,182,50
Cattaraugus,Ashford District 2,State Senate,57,George M. Borrello,REP,375,54
Cattaraugus,Carrollton,State Senate,57,George M. Borrello,REP,362,59
Cattaraugus,City of Olean - Ward 1,State Senate,57,George M. Borrello,REP,376,38
Cattaraugus,City of Olean - Ward 2,State Senate,57,George M. Borrello,REP,338,33
Cattaraugus,City of Olean - Ward 3,State Senate,57,George M. Borrello,REP,200,23
Cattaraugus,City of Olean - Ward 4,State Senate,57,George M. Borrello,REP,140,31
Cattaraugus,City of Olean - Ward 5,State Senate,57,George M. Borrello,REP,217,39
Cattaraugus,City of Olean - Ward 6,State Senate,57,George M. Borrello,REP,213,25
Cattaraugus,City of Olean - Ward 7,State Senate,57,George M. Borrello,REP,322,14
Cattaraugus,City of Salamanca - Ward 1,State Senate,57,George M. Borrello,REP,106,41
Cattaraugus,City of Salamanca - Ward 2,State Senate,57,George M. Borrello,REP,192,14
Cattaraugus,City of Salamanca - Ward 3,State Senate,57,George M. Borrello,REP,115,56
Cattaraugus,City of Salamanca - Ward 4,State Senate,57,George M. Borrello,REP,151,38
Cattaraugus,City of Salamanca - Ward 5,State Senate,57,George M. Borrello,REP,180,30
Cattaraugus,Coldspring,State Senate,57,George M. Borrello,REP,244,46
Cattaraugus,Conewango,State Senate,57,George M. Borrello,REP,237,35
Cattaraugus,Dayton,State Senate,57,George M. Borrello,REP,412,23
Cattaraugus,Early Voting - Little Valley 1,State Senate,57,George M. Borrello,REP,517,
Cattaraugus,Early Voting - Little Valley 2,State Senate,57,George M. Borrello,REP,568,
Cattaraugus,Early Voting - Olean 1,State Senate,57,George M. Borrello,REP,1115,
Cattaraugus,Early Voting - Olean 2,State Senate,57,George M. Borrello,REP,605,
Cattaraugus,East Otto,State Senate,57,George M. Borrello,REP,271,14
Cattaraugus,Ellicottville,State Senate,57,George M. Borrello,REP,307,31
Cattaraugus,Farmersville,State Senate,57,George M. Borrello,REP,333,41
Cattaraugus,Franklinville District 1,State Senate,57,George M. Borrello,REP,372,6
Cattaraugus,Franklinville District 2,State Senate,57,George M. Borrello,REP,301,22
Cattaraugus,Freedom,State Senate,57,George M. Borrello,REP,619,17
Cattaraugus,Great Valley 1,State Senate,57,George M. Borrello,REP,178,54
Cattaraugus,Great Valley 2,State Senate,57,George M. Borrello,REP,347,11
Cattaraugus,Hinsdale,State Senate,57,George M. Borrello,REP,487,25
Cattaraugus,Humphrey,State Senate,57,George M. Borrello,REP,185,79
Cattaraugus,Ischua,State Senate,57,George M. Borrello,REP,214,41
Cattaraugus,Leon,State Senate,57,George M. Borrello,REP,198,33
Cattaraugus,Little Valley,State Senate,57,George M. Borrello,REP,291,14
Cattaraugus,Lyndon,State Senate,57,George M. Borrello,REP,173,28
Cattaraugus,Machias,State Senate,57,George M. Borrello,REP,530,26
Cattaraugus,Mansfield,State Senate,57,George M. Borrello,REP,194,61
Cattaraugus,Napoli,State Senate,57,George M. Borrello,REP,276,49
Cattaraugus,New Albion,State Senate,57,George M. Borrello,REP,424,48
Cattaraugus,Otto,State Senate,57,George M. Borrello,REP,215,37
Cattaraugus,Perrysburg,State Senate,57,George M. Borrello,REP,440,39
Cattaraugus,Persia,State Senate,57,George M. Borrello,REP,452,2
Cattaraugus,Portville 1,State Senate,57,George M. Borrello,REP,473,5
Cattaraugus,Portville 2,State Senate,57,George M. Borrello,REP,459,14
Cattaraugus,Randolph District 1,State Senate,57,George M. Borrello,REP,305,42
Cattaraugus,Randolph District 2,State Senate,57,George M. Borrello,REP,362,15
Cattaraugus,Red House,State Senate,57,George M. Borrello,REP,14,19
Cattaraugus,South Valley,State Senate,57,George M. Borrello,REP,69,29
Cattaraugus,Town of Olean 1,State Senate,57,George M. Borrello,REP,165,16
Cattaraugus,Town of Olean 2,State Senate,57,George M. Borrello,REP,279,43
Cattaraugus,Town of Salamanca,State Senate,57,George M. Borrello,REP,135,6
Cattaraugus,Yorkshire 1,State Senate,57,George M. Borrello,REP,396,48
Cattaraugus,Yorkshire 2,State Senate,57,George M. Borrello,REP,420,38
Cattaraugus,Allegany District 1,State Senate,57,George M. Borrello,CON,18,11
Cattaraugus,Allegany District 2,State Senate,57,George M. Borrello,CON,8,4
Cattaraugus,Allegany District 3,State Senate,57,George M. Borrello,CON,20,2
Cattaraugus,Allegany District 4,State Senate,57,George M. Borrello,CON,35,6
Cattaraugus,Allegany District 5,State Senate,57,George M. Borrello,CON,27,7
Cattaraugus,Ashford District 1,State Senate,57,George M. Borrello,CON,22,2
Cattaraugus,Ashford District 2,State Senate,57,George M. Borrello,CON,44,4
Cattaraugus,Carrollton,State Senate,57,George M. Borrello,CON,23,8
Cattaraugus,City of Olean - Ward 1,State Senate,57,George M. Borrello,CON,21,7
Cattaraugus,City of Olean - Ward 2,State Senate,57,George M. Borrello,CON,32,6
Cattaraugus,City of Olean - Ward 3,State Senate,57,George M. Borrello,CON,25,3
Cattaraugus,City of Olean - Ward 4,State Senate,57,George M. Borrello,CON,18,3
Cattaraugus,City of Olean - Ward 5,State Senate,57,George M. Borrello,CON,26,3
Cattaraugus,City of Olean - Ward 6,State Senate,57,George M. Borrello,CON,22,6
Cattaraugus,City of Olean - Ward 7,State Senate,57,George M. Borrello,CON,42,3
Cattaraugus,City of Salamanca - Ward 1,State Senate,57,George M. Borrello,CON,8,6
Cattaraugus,City of Salamanca - Ward 2,State Senate,57,George M. Borrello,CON,25,1
Cattaraugus,City of Salamanca - Ward 3,State Senate,57,George M. Borrello,CON,10,3
Cattaraugus,City of Salamanca - Ward 4,State Senate,57,George M. Borrello,CON,16,2
Cattaraugus,City of Salamanca - Ward 5,State Senate,57,George M. Borrello,CON,14,6
Cattaraugus,Coldspring,State Senate,57,George M. Borrello,CON,26,10
Cattaraugus,Conewango,State Senate,57,George M. Borrello,CON,22,5
Cattaraugus,Dayton,State Senate,57,George M. Borrello,CON,40,2
Cattaraugus,Early Voting - Little Valley 1,State Senate,57,George M. Borrello,CON,50,
Cattaraugus,Early Voting - Little Valley 2,State Senate,57,George M. Borrello,CON,61,
Cattaraugus,Early Voting - Olean 1,State Senate,57,George M. Borrello,CON,87,
Cattaraugus,Early Voting - Olean 2,State Senate,57,George M. Borrello,CON,50,
Cattaraugus,East Otto,State Senate,57,George M. Borrello,CON,41,1
Cattaraugus,Ellicottville,State Senate,57,George M. Borrello,CON,25,2
Cattaraugus,Farmersville,State Senate,57,George M. Borrello,CON,28,7
Cattaraugus,Franklinville District 1,State Senate,57,George M. Borrello,CON,39,2
Cattaraugus,Franklinville District 2,State Senate,57,George M. Borrello,CON,20,2
Cattaraugus,Freedom,State Senate,57,George M. Borrello,CON,72,0
Cattaraugus,Great Valley 1,State Senate,57,George M. Borrello,CON,26,5
Cattaraugus,Great Valley 2,State Senate,57,George M. Borrello,CON,33,1
Cattaraugus,Hinsdale,State Senate,57,George M. Borrello,CON,60,1
Cattaraugus,Humphrey,State Senate,57,George M. Borrello,CON,25,8
Cattaraugus,Ischua,State Senate,57,George M. Borrello,CON,12,8
Cattaraugus,Leon,State Senate,57,George M. Borrello,CON,31,4
Cattaraugus,Little Valley,State Senate,57,George M. Borrello,CON,27,4
Cattaraugus,Lyndon,State Senate,57,George M. Borrello,CON,17,7
Cattaraugus,Machias,State Senate,57,George M. Borrello,CON,59,5
Cattaraugus,Mansfield,State Senate,57,George M. Borrello,CON,8,13
Cattaraugus,Napoli,State Senate,57,George M. Borrello,CON,39,3
Cattaraugus,New Albion,State Senate,57,George M. Borrello,CON,50,6
Cattaraugus,Otto,State Senate,57,George M. Borrello,CON,27,6
Cattaraugus,Perrysburg,State Senate,57,George M. Borrello,CON,69,6
Cattaraugus,Persia,State Senate,57,George M. Borrello,CON,69,0
Cattaraugus,Portville 1,State Senate,57,George M. Borrello,CON,36,0
Cattaraugus,Portville 2,State Senate,57,George M. Borrello,CON,50,1
Cattaraugus,Randolph District 1,State Senate,57,George M. Borrello,CON,37,1
Cattaraugus,Randolph District 2,State Senate,57,George M. Borrello,CON,21,2
Cattaraugus,Red House,State Senate,57,George M. Borrello,CON,2,1
Cattaraugus,South Valley,State Senate,57,George M. Borrello,CON,7,8
Cattaraugus,Town of Olean 1,State Senate,57,George M. Borrello,CON,16,0
Cattaraugus,Town of Olean 2,State Senate,57,George M. Borrello,CON,14,6
Cattaraugus,Town of Salamanca,State Senate,57,George M. Borrello,CON,19,1
Cattaraugus,Yorkshire 1,State Senate,57,George M. Borrello,CON,65,6
Cattaraugus,Yorkshire 2,State Senate,57,George M. Borrello,CON,52,4
Cattaraugus,Allegany District 1,State Senate,57,Frank V. Puglisi,WOR,7,3
Cattaraugus,Allegany District 2,State Senate,57,Frank V. Puglisi,WOR,2,5
Cattaraugus,Allegany District 3,State Senate,57,Frank V. Puglisi,WOR,4,0
Cattaraugus,Allegany District 4,State Senate,57,Frank V. Puglisi,WOR,11,3
Cattaraugus,Allegany District 5,State Senate,57,Frank V. Puglisi,WOR,11,4
Cattaraugus,Ashford District 1,State Senate,57,Frank V. Puglisi,WOR,7,1
Cattaraugus,Ashford District 2,State Senate,57,Frank V. Puglisi,WOR,11,3
Cattaraugus,Carrollton,State Senate,57,Frank V. Puglisi,WOR,10,6
Cattaraugus,City of Olean - Ward 1,State Senate,57,Frank V. Puglisi,WOR,11,4
Cattaraugus,City of Olean - Ward 2,State Senate,57,Frank V. Puglisi,WOR,12,4
Cattaraugus,City of Olean - Ward 3,State Senate,57,Frank V. Puglisi,WOR,14,2
Cattaraugus,City of Olean - Ward 4,State Senate,57,Frank V. Puglisi,WOR,7,3
Cattaraugus,City of Olean - Ward 5,State Senate,57,Frank V. Puglisi,WOR,10,4
Cattaraugus,City of Olean - Ward 6,State Senate,57,Frank V. Puglisi,WOR,8,1
Cattaraugus,City of Olean - Ward 7,State Senate,57,Frank V. Puglisi,WOR,5,5
Cattaraugus,City of Salamanca - Ward 1,State Senate,57,Frank V. Puglisi,WOR,7,1
Cattaraugus,City of Salamanca - Ward 2,State Senate,57,Frank V. Puglisi,WOR,8,2
Cattaraugus,City of Salamanca - Ward 3,State Senate,57,Frank V. Puglisi,WOR,4,6
Cattaraugus,City of Salamanca - Ward 4,State Senate,57,Frank V. Puglisi,WOR,10,2
Cattaraugus,City of Salamanca - Ward 5,State Senate,57,Frank V. Puglisi,WOR,10,3
Cattaraugus,Coldspring,State Senate,57,Frank V. Puglisi,WOR,3,5
Cattaraugus,Conewango,State Senate,57,Frank V. Puglisi,WOR,11,2
Cattaraugus,Dayton,State Senate,57,Frank V. Puglisi,WOR,11,2
Cattaraugus,Early Voting - Little Valley 1,State Senate,57,Frank V. Puglisi,WOR,36,
Cattaraugus,Early Voting - Little Valley 2,State Senate,57,Frank V. Puglisi,WOR,30,
Cattaraugus,Early Voting - Olean 1,State Senate,57,Frank V. Puglisi,WOR,75,
Cattaraugus,Early Voting - Olean 2,State Senate,57,Frank V. Puglisi,WOR,49,
Cattaraugus,East Otto,State Senate,57,Frank V. Puglisi,WOR,7,0
Cattaraugus,Ellicottville,State Senate,57,Frank V. Puglisi,WOR,12,4
Cattaraugus,Farmersville,State Senate,57,Frank V. Puglisi,WOR,5,1
Cattaraugus,Franklinville District 1,State Senate,57,Frank V. Puglisi,WOR,17,1
Cattaraugus,Franklinville District 2,State Senate,57,Frank V. Puglisi,WOR,11,0
Cattaraugus,Freedom,State Senate,57,Frank V. Puglisi,WOR,10,0
Cattaraugus,Great Valley 1,State Senate,57,Frank V. Puglisi,WOR,4,2
Cattaraugus,Great Valley 2,State Senate,57,Frank V. Puglisi,WOR,5,2
Cattaraugus,Hinsdale,State Senate,57,Frank V. Puglisi,WOR,12,1
Cattaraugus,Humphrey,State Senate,57,Frank V. Puglisi,WOR,5,3
Cattaraugus,Ischua,State Senate,57,Frank V. Puglisi,WOR,6,0
Cattaraugus,Leon,State Senate,57,Frank V. Puglisi,WOR,6,3
Cattaraugus,Little Valley,State Senate,57,Frank V. Puglisi,WOR,6,3
Cattaraugus,Lyndon,State Senate,57,Frank V. Puglisi,WOR,12,7
Cattaraugus,Machias,State Senate,57,Frank V. Puglisi,WOR,19,3
Cattaraugus,Mansfield,State Senate,57,Frank V. Puglisi,WOR,9,3
Cattaraugus,Napoli,State Senate,57,Frank V. Puglisi,WOR,5,5
Cattaraugus,New Albion,State Senate,57,Frank V. Puglisi,WOR,8,0
Cattaraugus,Otto,State Senate,57,Frank V. Puglisi,WOR,2,0
Cattaraugus,Perrysburg,State Senate,57,Frank V. Puglisi,WOR,14,1
Cattaraugus,Persia,State Senate,57,Frank V. Puglisi,WOR,15,0
Cattaraugus,Portville 1,State Senate,57,Frank V. Puglisi,WOR,7,0
Cattaraugus,Portville 2,State Senate,57,Frank V. Puglisi,WOR,6,0
Cattaraugus,Randolph District 1,State Senate,57,Frank V. Puglisi,WOR,5,3
Cattaraugus,Randolph District 2,State Senate,57,Frank V. Puglisi,WOR,6,0
Cattaraugus,Red House,State Senate,57,Frank V. Puglisi,WOR,0,1
Cattaraugus,South Valley,State Senate,57,Frank V. Puglisi,WOR,3,4
Cattaraugus,Town of Olean 1,State Senate,57,Frank V. Puglisi,WOR,7,1
Cattaraugus,Town of Olean 2,State Senate,57,Frank V. Puglisi,WOR,6,3
Cattaraugus,Town of Salamanca,State Senate,57,Frank V. Puglisi,WOR,5,3
Cattaraugus,Yorkshire 1,State Senate,57,Frank V. Puglisi,WOR,4,2
Cattaraugus,Yorkshire 2,State Senate,57,Frank V. Puglisi,WOR,15,2
Cattaraugus,Allegany District 1,State Senate,57,George M. Borrello,LIB,8,2
Cattaraugus,Allegany District 2,State Senate,57,George M. Borrello,LIB,2,2
Cattaraugus,Allegany District 3,State Senate,57,George M. Borrello,LIB,7,2
Cattaraugus,Allegany District 4,State Senate,57,George M. Borrello,LIB,1,1
Cattaraugus,Allegany District 5,State Senate,57,George M. Borrello,LIB,6,0
Cattaraugus,Ashford District 1,State Senate,57,George M. Borrello,LIB,6,1
Cattaraugus,Ashford District 2,State Senate,57,George M. Borrello,LIB,5,2
Cattaraugus,Carrollton,State Senate,57,George M. Borrello,LIB,7,3
Cattaraugus,City of Olean - Ward 1,State Senate,57,George M. Borrello,LIB,6,1
Cattaraugus,City of Olean - Ward 2,State Senate,57,George M. Borrello,LIB,4,1
Cattaraugus,City of Olean - Ward 3,State Senate,57,George M. Borrello,LIB,2,0
Cattaraugus,City of Olean - Ward 4,State Senate,57,George M. Borrello,LIB,6,0
Cattaraugus,City of Olean - Ward 5,State Senate,57,George M. Borrello,LIB,7,2
Cattaraugus,City of Olean - Ward 6,State Senate,57,George M. Borrello,LIB,6,0
Cattaraugus,City of Olean - Ward 7,State Senate,57,George M. Borrello,LIB,5,1
Cattaraugus,City of Salamanca - Ward 1,State Senate,57,George M. Borrello,LIB,1,0
Cattaraugus,City of Salamanca - Ward 2,State Senate,57,George M. Borrello,LIB,4,0
Cattaraugus,City of Salamanca - Ward 3,State Senate,57,George M. Borrello,LIB,2,2
Cattaraugus,City of Salamanca - Ward 4,State Senate,57,George M. Borrello,LIB,2,0
Cattaraugus,City of Salamanca - Ward 5,State Senate,57,George M. Borrello,LIB,2,1
Cattaraugus,Coldspring,State Senate,57,George M. Borrello,LIB,3,2
Cattaraugus,Conewango,State Senate,57,George M. Borrello,LIB,8,0
Cattaraugus,Dayton,State Senate,57,George M. Borrello,LIB,8,0
Cattaraugus,Early Voting - Little Valley 1,State Senate,57,George M. Borrello,LIB,14,
Cattaraugus,Early Voting - Little Valley 2,State Senate,57,George M. Borrello,LIB,6,
Cattaraugus,Early Voting - Olean 1,State Senate,57,George M. Borrello,LIB,24,
Cattaraugus,Early Voting - Olean 2,State Senate,57,George M. Borrello,LIB,12,
Cattaraugus,East Otto,State Senate,57,George M. Borrello,LIB,3,1
Cattaraugus,Ellicottville,State Senate,57,George M. Borrello,LIB,5,1
Cattaraugus,Farmersville,State Senate,57,George M. Borrello,LIB,2,2
Cattaraugus,Franklinville District 1,State Senate,57,George M. Borrello,LIB,3,0
Cattaraugus,Franklinville District 2,State Senate,57,George M. Borrello,LIB,2,0
Cattaraugus,Freedom,State Senate,57,George M. Borrello,LIB,7,1
Cattaraugus,Great Valley 1,State Senate,57,George M. Borrello,LIB,7,1
Cattaraugus,Great Valley 2,State Senate,57,George M. Borrello,LIB,6,0
Cattaraugus,Hinsdale,State Senate,57,George M. Borrello,LIB,8,0
Cattaraugus,Humphrey,State Senate,57,George M. Borrello,LIB,3,1
Cattaraugus,Ischua,State Senate,57,George M. Borrello,LIB,3,2
Cattaraugus,Leon,State Senate,57,George M. Borrello,LIB,5,0
Cattaraugus,Little Valley,State Senate,57,George M. Borrello,LIB,6,0
Cattaraugus,Lyndon,State Senate,57,George M. Borrello,LIB,2,6
Cattaraugus,Machias,State Senate,57,George M. Borrello,LIB,4,3
Cattaraugus,Mansfield,State Senate,57,George M. Borrello,LIB,3,1
Cattaraugus,Napoli,State Senate,57,George M. Borrello,LIB,5,1
Cattaraugus,New Albion,State Senate,57,George M. Borrello,LIB,12,1
Cattaraugus,Otto,State Senate,57,George M. Borrello,LIB,2,1
Cattaraugus,Perrysburg,State Senate,57,George M. Borrello,LIB,3,0
Cattaraugus,Persia,State Senate,57,George M. Borrello,LIB,8,0
Cattaraugus,Portville 1,State Senate,57,George M. Borrello,LIB,9,0
Cattaraugus,Portville 2,State Senate,57,George M. Borrello,LIB,5,1
Cattaraugus,Randolph District 1,State Senate,57,George M. Borrello,LIB,3,0
Cattaraugus,Randolph District 2,State Senate,57,George M. Borrello,LIB,5,0
Cattaraugus,Red House,State Senate,57,George M. Borrello,LIB,0,0
Cattaraugus,South Valley,State Senate,57,George M. Borrello,LIB,3,0
Cattaraugus,Town of Olean 1,State Senate,57,George M. Borrello,LIB,2,0
Cattaraugus,Town of Olean 2,State Senate,57,George M. Borrello,LIB,3,0
Cattaraugus,Town of Salamanca,State Senate,57,George M. Borrello,LIB,4,0
Cattaraugus,Yorkshire 1,State Senate,57,George M. Borrello,LIB,7,0
Cattaraugus,Yorkshire 2,State Senate,57,George M. Borrello,LIB,15,1
Cattaraugus,Allegany District 1,State Senate,57,George M. Borrello,IND,11,3
Cattaraugus,Allegany District 2,State Senate,57,George M. Borrello,IND,4,0
Cattaraugus,Allegany District 3,State Senate,57,George M. Borrello,IND,7,0
Cattaraugus,Allegany District 4,State Senate,57,George M. Borrello,IND,11,0
Cattaraugus,Allegany District 5,State Senate,57,George M. Borrello,IND,9,3
Cattaraugus,Ashford District 1,State Senate,57,George M. Borrello,IND,3,1
Cattaraugus,Ashford District 2,State Senate,57,George M. Borrello,IND,7,0
Cattaraugus,Carrollton,State Senate,57,George M. Borrello,IND,6,2
Cattaraugus,City of Olean - Ward 1,State Senate,57,George M. Borrello,IND,7,0
Cattaraugus,City of Olean - Ward 2,State Senate,57,George M. Borrello,IND,13,1
Cattaraugus,City of Olean - Ward 3,State Senate,57,George M. Borrello,IND,9,3
Cattaraugus,City of Olean - Ward 4,State Senate,57,George M. Borrello,IND,3,1
Cattaraugus,City of Olean - Ward 5,State Senate,57,George M. Borrello,IND,4,0
Cattaraugus,City of Olean - Ward 6,State Senate,57,George M. Borrello,IND,6,3
Cattaraugus,City of Olean - Ward 7,State Senate,57,George M. Borrello,IND,10,0
Cattaraugus,City of Salamanca - Ward 1,State Senate,57,George M. Borrello,IND,3,1
Cattaraugus,City of Salamanca - Ward 2,State Senate,57,George M. Borrello,IND,10,1
Cattaraugus,City of Salamanca - Ward 3,State Senate,57,George M. Borrello,IND,2,0
Cattaraugus,City of Salamanca - Ward 4,State Senate,57,George M. Borrello,IND,5,0
Cattaraugus,City of Salamanca - Ward 5,State Senate,57,George M. Borrello,IND,6,1
Cattaraugus,Coldspring,State Senate,57,George M. Borrello,IND,4,1
Cattaraugus,Conewango,State Senate,57,George M. Borrello,IND,4,0
Cattaraugus,Dayton,State Senate,57,George M. Borrello,IND,9,0
Cattaraugus,Early Voting - Little Valley 1,State Senate,57,George M. Borrello,IND,17,
Cattaraugus,Early Voting - Little Valley 2,State Senate,57,George M. Borrello,IND,11,
Cattaraugus,Early Voting - Olean 1,State Senate,57,George M. Borrello,IND,41,
Cattaraugus,Early Voting - Olean 2,State Senate,57,George M. Borrello,IND,21,
Cattaraugus,East Otto,State Senate,57,George M. Borrello,IND,4,2
Cattaraugus,Ellicottville,State Senate,57,George M. Borrello,IND,7,2
Cattaraugus,Farmersville,State Senate,57,George M. Borrello,IND,6,1
Cattaraugus,Franklinville District 1,State Senate,57,George M. Borrello,IND,6,0
Cattaraugus,Franklinville District 2,State Senate,57,George M. Borrello,IND,4,0
Cattaraugus,Freedom,State Senate,57,George M. Borrello,IND,13,0
Cattaraugus,Great Valley 1,State Senate,57,George M. Borrello,IND,5,2
Cattaraugus,Great Valley 2,State Senate,57,George M. Borrello,IND,12,0
Cattaraugus,Hinsdale,State Senate,57,George M. Borrello,IND,6,1
Cattaraugus,Humphrey,State Senate,57,George M. Borrello,IND,2,3
Cattaraugus,Ischua,State Senate,57,George M. Borrello,IND,5,2
Cattaraugus,Leon,State Senate,57,George M. Borrello,IND,7,2
Cattaraugus,Little Valley,State Senate,57,George M. Borrello,IND,7,0
Cattaraugus,Lyndon,State Senate,57,George M. Borrello,IND,5,0
