county,precinct,office,district,candidate,party,votes,absentee,affidavit,election_day
Jefferson,Hounsfield 2,U.S. House,24,Under Votes,,37,,,
Jefferson,Lorraine 1,U.S. House,24,Under Votes,,15,,,
Jefferson,Lyme 1,U.S. House,24,Under Votes,,20,,,
Jefferson,Lyme 2,U.S. House,24,Under Votes,,15,,,
Jefferson,Lyme 3,U.S. House,24,Under Votes,,9,,,
Jefferson,Orleans 1,U.S. House,24,Under Votes,,24,,,
Jefferson,Orleans 2,U.S. House,24,Under Votes,,10,,,
Jefferson,Pamelia 1,U.S. House,24,Under Votes,,15,,,
Jefferson,Pamelia 2,U.S. House,24,Under Votes,,14,,,
Jefferson,Rodman 1,U.S. House,24,Under Votes,,13,,,
Jefferson,Rutland 1,U.S. House,24,Under Votes,,15,,,
Jefferson,Rutland 2,U.S. House,24,Under Votes,,13,,,
Jefferson,Rutland 3,U.S. House,24,Under Votes,,3,,,
Jefferson,Watertown 1,U.S. House,24,Under Votes,,33,,,
Jefferson,Watertown 2,U.S. House,24,Under Votes,,21,,,
Jefferson,Wilna 6,U.S. House,24,Under Votes,,14,,,
Jefferson,Worth 1,U.S. House,24,Under Votes,,6,,,
Jefferson,City 12/1,U.S. House,24,Over Votes,,1,,,
Jefferson,City 12/2,U.S. House,24,Over Votes,,0,,,
Jefferson,City 12/3,U.S. House,24,Over Votes,,0,,,
Jefferson,13/1,U.S. House,24,Over Votes,,0,,,
Jefferson,13/2,U.S. House,24,Over Votes,,0,,,
Jefferson,13/3,U.S. House,24,Over Votes,,1,,,
Jefferson,14/1,U.S. House,24,Over Votes,,1,,,
Jefferson,14/2,U.S. House,24,Over Votes,,0,,,
Jefferson,15/1,U.S. House,24,Over Votes,,0,,,
Jefferson,15/2,U.S. House,24,Over Votes,,0,,,
Jefferson,15/3,U.S. House,24,Over Votes,,0,,,
Jefferson,Adams 1,U.S. House,24,Over Votes,,0,,,
Jefferson,Adams 2,U.S. House,24,Over Votes,,0,,,
Jefferson,Adams 3,U.S. House,24,Over Votes,,0,,,
Jefferson,Brownville 1,U.S. House,24,Over Votes,,0,,,
Jefferson,Brownville 2,U.S. House,24,Over Votes,,0,,,
Jefferson,Brownville 3,U.S. House,24,Over Votes,,0,,,
Jefferson,Brownville 4,U.S. House,24,Over Votes,,0,,,
Jefferson,Brownville 5,U.S. House,24,Over Votes,,0,,,
Jefferson,Cape Vincent 1,U.S. House,24,Over Votes,,0,,,
Jefferson,Cape Vincent 2,U.S. House,24,Over Votes,,0,,,
Jefferson,Champion 1,U.S. House,24,Over Votes,,0,,,
Jefferson,Champion 2,U.S. House,24,Over Votes,,0,,,
Jefferson,Clayton 1,U.S. House,24,Over Votes,,0,,,
Jefferson,Clayton 2,U.S. House,24,Over Votes,,0,,,
Jefferson,Clayton 3,U.S. House,24,Over Votes,,0,,,
Jefferson,Ellisburg 1,U.S. House,24,Over Votes,,0,,,
Jefferson,Elllisburg 2,U.S. House,24,Over Votes,,0,,,
Jefferson,Ellisburg 3,U.S. House,24,Over Votes,,0,,,
Jefferson,Ellisburg 4,U.S. House,24,Over Votes,,0,,,
Jefferson,Henderson 1,U.S. House,24,Over Votes,,0,,,
Jefferson,Hounsfield 1,U.S. House,24,Over Votes,,0,,,
Jefferson,Hounsfield 2,U.S. House,24,Over Votes,,0,,,
Jefferson,Lorraine 1,U.S. House,24,Over Votes,,0,,,
Jefferson,Lyme 1,U.S. House,24,Over Votes,,0,,,
Jefferson,Lyme 2,U.S. House,24,Over Votes,,0,,,
Jefferson,Lyme 3,U.S. House,24,Over Votes,,0,,,
Jefferson,Orleans 1,U.S. House,24,Over Votes,,0,,,
Jefferson,Orleans 2,U.S. House,24,Over Votes,,0,,,
Jefferson,Pamelia 1,U.S. House,24,Over Votes,,0,,,
Jefferson,Pamelia 2,U.S. House,24,Over Votes,,0,,,
Jefferson,Rodman 1,U.S. House,24,Over Votes,,0,,,
Jefferson,Rutland 1,U.S. House,24,Over Votes,,0,,,
Jefferson,Rutland 2,U.S. House,24,Over Votes,,0,,,
Jefferson,Rutland 3,U.S. House,24,Over Votes,,0,,,
Jefferson,Watertown 1,U.S. House,24,Over Votes,,0,,,
Jefferson,Watertown 2,U.S. House,24,Over Votes,,1,,,
Jefferson,Wilna 6,U.S. House,24,Over Votes,,0,,,
Jefferson,Worth 1,U.S. House,24,Over Votes,,0,,,
Jefferson,City 12/1,State Senate,49,Mark C. Walczyk,REP,460,,,
Jefferson,City 12/2,State Senate,49,Mark C. Walczyk,REP,402,,,
Jefferson,City 12/3,State Senate,49,Mark C. Walczyk,REP,348,,,
Jefferson,13/1,State Senate,49,Mark C. Walczyk,REP,342,,,
Jefferson,13/2,State Senate,49,Mark C. Walczyk,REP,390,,,
Jefferson,13/3,State Senate,49,Mark C. Walczyk,REP,253,,,
Jefferson,14/1,State Senate,49,Mark C. Walczyk,REP,276,,,
Jefferson,14/2,State Senate,49,Mark C. Walczyk,REP,152,,,
Jefferson,15/1,State Senate,49,Mark C. Walczyk,REP,361,,,
Jefferson,15/2,State Senate,49,Mark C. Walczyk,REP,419,,,
Jefferson,15/3,State Senate,49,Mark C. Walczyk,REP,98,,,
Jefferson,Adams 1,State Senate,49,Mark C. Walczyk,REP,409,,,
Jefferson,Adams 2,State Senate,49,Mark C. Walczyk,REP,337,,,
Jefferson,Adams 3,State Senate,49,Mark C. Walczyk,REP,604,,,
Jefferson,Alexandria 1,State Senate,49,Mark C. Walczyk,REP,264,,,
Jefferson,Alexandria 2,State Senate,49,Mark C. Walczyk,REP,370,,,
Jefferson,Alexandria 3,State Senate,49,Mark C. Walczyk,REP,544,,,
Jefferson,Antwerp 1,State Senate,49,Mark C. Walczyk,REP,117,,,
Jefferson,Antwerp 2,State Senate,49,Mark C. Walczyk,REP,319,,,
Jefferson,Brownville 1,State Senate,49,Mark C. Walczyk,REP,360,,,
Jefferson,Brownville 2,State Senate,49,Mark C. Walczyk,REP,240,,,
Jefferson,Brownville 3,State Senate,49,Mark C. Walczyk,REP,442,,,
Jefferson,Brownville 4,State Senate,49,Mark C. Walczyk,REP,212,,,
Jefferson,Brownville 5,State Senate,49,Mark C. Walczyk,REP,476,,,
Jefferson,Cape Vincent 1,State Senate,49,Mark C. Walczyk,REP,251,,,
Jefferson,Cape Vincent 2,State Senate,49,Mark C. Walczyk,REP,517,,,
Jefferson,Champion 1,State Senate,49,Mark C. Walczyk,REP,680,,,
Jefferson,Champion 2,State Senate,49,Mark C. Walczyk,REP,322,,,
Jefferson,Clayton 1,State Senate,49,Mark C. Walczyk,REP,379,,,
Jefferson,Clayton 2,State Senate,49,Mark C. Walczyk,REP,487,,,
Jefferson,Clayton 3,State Senate,49,Mark C. Walczyk,REP,619,,,
Jefferson,Ellisburg 1,State Senate,49,Mark C. Walczyk,REP,130,,,
Jefferson,Elllisburg 2,State Senate,49,Mark C. Walczyk,REP,343,,,
Jefferson,Ellisburg 3,State Senate,49,Mark C. Walczyk,REP,57,,,
Jefferson,Ellisburg 4,State Senate,49,Mark C. Walczyk,REP,439,,,
Jefferson,Henderson 1,State Senate,49,Mark C. Walczyk,REP,503,,,
Jefferson,Hounsfield 1,State Senate,49,Mark C. Walczyk,REP,369,,,
Jefferson,Hounsfield 2,State Senate,49,Mark C. Walczyk,REP,591,,,
Jefferson,LeRay 1,State Senate,49,Mark C. Walczyk,REP,207,,,
Jefferson,LeRay 2,State Senate,49,Mark C. Walczyk,REP,82,,,
Jefferson,LeRay 3,State Senate,49,Mark C. Walczyk,REP,113,,,
Jefferson,LeRay 4,State Senate,49,Mark C. Walczyk,REP,340,,,
Jefferson,LeRay 5,State Senate,49,Mark C. Walczyk,REP,166,,,
Jefferson,LeRay 6,State Senate,49,Mark C. Walczyk,REP,93,,,
Jefferson,LeRay 7,State Senate,49,Mark C. Walczyk,REP,37,,,
Jefferson,LeRay 8,State Senate,49,Mark C. Walczyk,REP,287,,,
Jefferson,Lorraine 1,State Senate,49,Mark C. Walczyk,REP,319,,,
Jefferson,Lyme 1,State Senate,49,Mark C. Walczyk,REP,283,,,
Jefferson,Lyme 2,State Senate,49,Mark C. Walczyk,REP,340,,,
Jefferson,Lyme 3,State Senate,49,Mark C. Walczyk,REP,165,,,
Jefferson,Orleans 1,State Senate,49,Mark C. Walczyk,REP,527,,,
Jefferson,Orleans 2,State Senate,49,Mark C. Walczyk,REP,279,,,
Jefferson,Pamelia 1,State Senate,49,Mark C. Walczyk,REP,462,,,
Jefferson,Pamelia 2,State Senate,49,Mark C. Walczyk,REP,440,,,
Jefferson,Philadelphia 1,State Senate,49,Mark C. Walczyk,REP,180,,,
Jefferson,Philadelphia 2,State Senate,49,Mark C. Walczyk,REP,203,,,
Jefferson,Rodman 1,State Senate,49,Mark C. Walczyk,REP,400,,,
Jefferson,Rutland 1,State Senate,49,Mark C. Walczyk,REP,373,,,
Jefferson,Rutland 2,State Senate,49,Mark C. Walczyk,REP,283,,,
Jefferson,Rutland 3,State Senate,49,Mark C. Walczyk,REP,88,,,
Jefferson,Theresa 1,State Senate,49,Mark C. Walczyk,REP,702,,,
Jefferson,Watertown 1,State Senate,49,Mark C. Walczyk,REP,593,,,
Jefferson,Watertown 2,State Senate,49,Mark C. Walczyk,REP,666,,,
Jefferson,Wilna 1,State Senate,49,Mark C. Walczyk,REP,77,,,
Jefferson,Wilna 2,State Senate,49,Mark C. Walczyk,REP,16,,,
Jefferson,Wilna 3,State Senate,49,Mark C. Walczyk,REP,54,,,
Jefferson,Wilna 4,State Senate,49,Mark C. Walczyk,REP,153,,,
Jefferson,Wilna 5,State Senate,49,Mark C. Walczyk,REP,375,,,
Jefferson,Wilna 6,State Senate,49,Mark C. Walczyk,REP,353,,,
Jefferson,Worth 1,State Senate,49,Mark C. Walczyk,REP,93,,,
Jefferson,City 12/1,State Senate,49,Mark C. Walczyk,CON,90,,,
Jefferson,City 12/2,State Senate,49,Mark C. Walczyk,CON,72,,,
Jefferson,City 12/3,State Senate,49,Mark C. Walczyk,CON,41,,,
Jefferson,13/1,State Senate,49,Mark C. Walczyk,CON,66,,,
Jefferson,13/2,State Senate,49,Mark C. Walczyk,CON,65,,,
Jefferson,13/3,State Senate,49,Mark C. Walczyk,CON,34,,,
Jefferson,14/1,State Senate,49,Mark C. Walczyk,CON,71,,,
Jefferson,14/2,State Senate,49,Mark C. Walczyk,CON,30,,,
Jefferson,15/1,State Senate,49,Mark C. Walczyk,CON,54,,,
Jefferson,15/2,State Senate,49,Mark C. Walczyk,CON,73,,,
Jefferson,15/3,State Senate,49,Mark C. Walczyk,CON,26,,,
Jefferson,Adams 1,State Senate,49,Mark C. Walczyk,CON,44,,,
Jefferson,Adams 2,State Senate,49,Mark C. Walczyk,CON,30,,,
Jefferson,Adams 3,State Senate,49,Mark C. Walczyk,CON,94,,,
Jefferson,Alexandria 1,State Senate,49,Mark C. Walczyk,CON,45,,,
Jefferson,Alexandria 2,State Senate,49,Mark C. Walczyk,CON,48,,,
Jefferson,Alexandria 3,State Senate,49,Mark C. Walczyk,CON,54,,,
Jefferson,Antwerp 1,State Senate,49,Mark C. Walczyk,CON,26,,,
Jefferson,Antwerp 2,State Senate,49,Mark C. Walczyk,CON,47,,,
Jefferson,Brownville 1,State Senate,49,Mark C. Walczyk,CON,42,,,
Jefferson,Brownville 2,State Senate,49,Mark C. Walczyk,CON,40,,,
Jefferson,Brownville 3,State Senate,49,Mark C. Walczyk,CON,53,,,
Jefferson,Brownville 4,State Senate,49,Mark C. Walczyk,CON,43,,,
Jefferson,Brownville 5,State Senate,49,Mark C. Walczyk,CON,53,,,
Jefferson,Cape Vincent 1,State Senate,49,Mark C. Walczyk,CON,31,,,
Jefferson,Cape Vincent 2,State Senate,49,Mark C. Walczyk,CON,71,,,
Jefferson,Champion 1,State Senate,49,Mark C. Walczyk,CON,83,,,
Jefferson,Champion 2,State Senate,49,Mark C. Walczyk,CON,53,,,
Jefferson,Clayton 1,State Senate,49,Mark C. Walczyk,CON,67,,,
Jefferson,Clayton 2,State Senate,49,Mark C. Walczyk,CON,69,,,
Jefferson,Clayton 3,State Senate,49,Mark C. Walczyk,CON,72,,,
Jefferson,Ellisburg 1,State Senate,49,Mark C. Walczyk,CON,9,,,
Jefferson,Elllisburg 2,State Senate,49,Mark C. Walczyk,CON,39,,,
Jefferson,Ellisburg 3,State Senate,49,Mark C. Walczyk,CON,10,,,
Jefferson,Ellisburg 4,State Senate,49,Mark C. Walczyk,CON,51,,,
Jefferson,Henderson 1,State Senate,49,Mark C. Walczyk,CON,60,,,
Jefferson,Hounsfield 1,State Senate,49,Mark C. Walczyk,CON,53,,,
Jefferson,Hounsfield 2,State Senate,49,Mark C. Walczyk,CON,93,,,
Jefferson,LeRay 1,State Senate,49,Mark C. Walczyk,CON,22,,,
Jefferson,LeRay 2,State Senate,49,Mark C. Walczyk,CON,10,,,
Jefferson,LeRay 3,State Senate,49,Mark C. Walczyk,CON,22,,,
Jefferson,LeRay 4,State Senate,49,Mark C. Walczyk,CON,45,,,
Jefferson,LeRay 5,State Senate,49,Mark C. Walczyk,CON,20,,,
Jefferson,LeRay 6,State Senate,49,Mark C. Walczyk,CON,12,,,
Jefferson,LeRay 7,State Senate,49,Mark C. Walczyk,CON,10,,,
Jefferson,LeRay 8,State Senate,49,Mark C. Walczyk,CON,36,,,
Jefferson,Lorraine 1,State Senate,49,Mark C. Walczyk,CON,47,,,
Jefferson,Lyme 1,State Senate,49,Mark C. Walczyk,CON,38,,,
Jefferson,Lyme 2,State Senate,49,Mark C. Walczyk,CON,62,,,
Jefferson,Lyme 3,State Senate,49,Mark C. Walczyk,CON,23,,,
Jefferson,Orleans 1,State Senate,49,Mark C. Walczyk,CON,63,,,
Jefferson,Orleans 2,State Senate,49,Mark C. Walczyk,CON,36,,,
Jefferson,Pamelia 1,State Senate,49,Mark C. Walczyk,CON,54,,,
Jefferson,Pamelia 2,State Senate,49,Mark C. Walczyk,CON,69,,,
Jefferson,Philadelphia 1,State Senate,49,Mark C. Walczyk,CON,20,,,
Jefferson,Philadelphia 2,State Senate,49,Mark C. Walczyk,CON,32,,,
Jefferson,Rodman 1,State Senate,49,Mark C. Walczyk,CON,48,,,
Jefferson,Rutland 1,State Senate,49,Mark C. Walczyk,CON,37,,,
Jefferson,Rutland 2,State Senate,49,Mark C. Walczyk,CON,34,,,
Jefferson,Rutland 3,State Senate,49,Mark C. Walczyk,CON,12,,,
Jefferson,Theresa 1,State Senate,49,Mark C. Walczyk,CON,87,,,
Jefferson,Watertown 1,State Senate,49,Mark C. Walczyk,CON,82,,,
Jefferson,Watertown 2,State Senate,49,Mark C. Walczyk,CON,92,,,
Jefferson,Wilna 1,State Senate,49,Mark C. Walczyk,CON,11,,,
Jefferson,Wilna 2,State Senate,49,Mark C. Walczyk,CON,4,,,
Jefferson,Wilna 3,State Senate,49,Mark C. Walczyk,CON,4,,,
Jefferson,Wilna 4,State Senate,49,Mark C. Walczyk,CON,24,,,
Jefferson,Wilna 5,State Senate,49,Mark C. Walczyk,CON,33,,,
Jefferson,Wilna 6,State Senate,49,Mark C. Walczyk,CON,53,,,
Jefferson,Worth 1,State Senate,49,Mark C. Walczyk,CON,6,,,
Jefferson,City 12/1,State Senate,49,Write-ins,,10,,,
Jefferson,City 12/2,State Senate,49,Write-ins,,13,,,
Jefferson,City 12/3,State Senate,49,Write-ins,,7,,,
Jefferson,13/1,State Senate,49,Write-ins,,6,,,
Jefferson,13/2,State Senate,49,Write-ins,,14,,,
Jefferson,13/3,State Senate,49,Write-ins,,6,,,
Jefferson,14/1,State Senate,49,Write-ins,,6,,,
Jefferson,14/2,State Senate,49,Write-ins,,1,,,
Jefferson,15/1,State Senate,49,Write-ins,,4,,,
Jefferson,15/2,State Senate,49,Write-ins,,7,,,
Jefferson,15/3,State Senate,49,Write-ins,,1,,,
Jefferson,Adams 1,State Senate,49,Write-ins,,3,,,
Jefferson,Adams 2,State Senate,49,Write-ins,,5,,,
Jefferson,Adams 3,State Senate,49,Write-ins,,3,,,
Jefferson,Alexandria 1,State Senate,49,Write-ins,,6,,,
Jefferson,Alexandria 2,State Senate,49,Write-ins,,3,,,
Jefferson,Alexandria 3,State Senate,49,Write-ins,,2,,,
Jefferson,Antwerp 1,State Senate,49,Write-ins,,0,,,
Jefferson,Antwerp 2,State Senate,49,Write-ins,,3,,,
Jefferson,Brownville 1,State Senate,49,Write-ins,,1,,,
Jefferson,Brownville 2,State Senate,49,Write-ins,,1,,,
Jefferson,Brownville 3,State Senate,49,Write-ins,,2,,,
Jefferson,Brownville 4,State Senate,49,Write-ins,,0,,,
Jefferson,Brownville 5,State Senate,49,Write-ins,,3,,,
Jefferson,Cape Vincent 1,State Senate,49,Write-ins,,3,,,
Jefferson,Cape Vincent 2,State Senate,49,Write-ins,,3,,,
Jefferson,Champion 1,State Senate,49,Write-ins,,7,,,
Jefferson,Champion 2,State Senate,49,Write-ins,,0,,,
Jefferson,Clayton 1,State Senate,49,Write-ins,,1,,,
Jefferson,Clayton 2,State Senate,49,Write-ins,,9,,,
Jefferson,Clayton 3,State Senate,49,Write-ins,,5,,,
Jefferson,Ellisburg 1,State Senate,49,Write-ins,,0,,,
Jefferson,Elllisburg 2,State Senate,49,Write-ins,,3,,,
Jefferson,Ellisburg 3,State Senate,49,Write-ins,,1,,,
Jefferson,Ellisburg 4,State Senate,49,Write-ins,,1,,,
Jefferson,Henderson 1,State Senate,49,Write-ins,,8,,,
Jefferson,Hounsfield 1,State Senate,49,Write-ins,,6,,,
Jefferson,Hounsfield 2,State Senate,49,Write-ins,,3,,,
Jefferson,LeRay 1,State Senate,49,Write-ins,,0,,,
Jefferson,LeRay 2,State Senate,49,Write-ins,,0,,,
Jefferson,LeRay 3,State Senate,49,Write-ins,,1,,,
Jefferson,LeRay 4,State Senate,49,Write-ins,,10,,,
Jefferson,LeRay 5,State Senate,49,Write-ins,,1,,,
Jefferson,LeRay 6,State Senate,49,Write-ins,,2,,,
Jefferson,LeRay 7,State Senate,49,Write-ins,,0,,,
Jefferson,LeRay 8,State Senate,49,Write-ins,,6,,,
Jefferson,Lorraine 1,State Senate,49,Write-ins,,1,,,
Jefferson,Lyme 1,State Senate,49,Write-ins,,1,,,
Jefferson,Lyme 2,State Senate,49,Write-ins,,3,,,
Jefferson,Lyme 3,State Senate,49,Write-ins,,0,,,
Jefferson,Orleans 1,State Senate,49,Write-ins,,1,,,
Jefferson,Orleans 2,State Senate,49,Write-ins,,5,,,
Jefferson,Pamelia 1,State Senate,49,Write-ins,,0,,,
Jefferson,Pamelia 2,State Senate,49,Write-ins,,4,,,
Jefferson,Philadelphia 1,State Senate,49,Write-ins,,1,,,
Jefferson,Philadelphia 2,State Senate,49,Write-ins,,1,,,
Jefferson,Rodman 1,State Senate,49,Write-ins,,0,,,
Jefferson,Rutland 1,State Senate,49,Write-ins,,1,,,
Jefferson,Rutland 2,State Senate,49,Write-ins,,3,,,
Jefferson,Rutland 3,State Senate,49,Write-ins,,1,,,
Jefferson,Theresa 1,State Senate,49,Write-ins,,3,,,
Jefferson,Watertown 1,State Senate,49,Write-ins,,6,,,
Jefferson,Watertown 2,State Senate,49,Write-ins,,2,,,
Jefferson,Wilna 1,State Senate,49,Write-ins,,1,,,
Jefferson,Wilna 2,State Senate,49,Write-ins,,0,,,
Jefferson,Wilna 3,State Senate,49,Write-ins,,0,,,
Jefferson,Wilna 4,State Senate,49,Write-ins,,0,,,
Jefferson,Wilna 5,State Senate,49,Write-ins,,0,,,
Jefferson,Wilna 6,State Senate,49,Write-ins,,0,,,
Jefferson,Worth 1,State Senate,49,Write-ins,,0,,,
Jefferson,City 12/1,State Senate,49,Under Votes,,211,,,
Jefferson,City 12/2,State Senate,49,Under Votes,,143,,,
Jefferson,City 12/3,State Senate,49,Under Votes,,133,,,
Jefferson,13/1,State Senate,49,Under Votes,,121,,,
Jefferson,13/2,State Senate,49,Under Votes,,143,,,
Jefferson,13/3,State Senate,49,Under Votes,,79,,,
Jefferson,14/1,State Senate,49,Under Votes,,94,,,
Jefferson,14/2,State Senate,49,Under Votes,,54,,,
Jefferson,15/1,State Senate,49,Under Votes,,125,,,
Jefferson,15/2,State Senate,49,Under Votes,,129,,,
Jefferson,15/3,State Senate,49,Under Votes,,48,,,
Jefferson,Adams 1,State Senate,49,Under Votes,,124,,,
Jefferson,Adams 2,State Senate,49,Under Votes,,56,,,
Jefferson,Adams 3,State Senate,49,Under Votes,,136,,,
Jefferson,Alexandria 1,State Senate,49,Under Votes,,83,,,
Jefferson,Alexandria 2,State Senate,49,Under Votes,,112,,,
Jefferson,Alexandria 3,State Senate,49,Under Votes,,146,,,
Jefferson,Antwerp 1,State Senate,49,Under Votes,,33,,,
Jefferson,Antwerp 2,State Senate,49,Under Votes,,61,,,
Jefferson,Brownville 1,State Senate,49,Under Votes,,59,,,
Jefferson,Brownville 2,State Senate,49,Under Votes,,55,,,
Jefferson,Brownville 3,State Senate,49,Under Votes,,78,,,
Jefferson,Brownville 4,State Senate,49,Under Votes,,79,,,
Jefferson,Brownville 5,State Senate,49,Under Votes,,104,,,
Jefferson,Cape Vincent 1,State Senate,49,Under Votes,,91,,,
Jefferson,Cape Vincent 2,State Senate,49,Under Votes,,170,,,
Jefferson,Champion 1,State Senate,49,Under Votes,,125,,,
Jefferson,Champion 2,State Senate,49,Under Votes,,62,,,
Jefferson,Clayton 1,State Senate,49,Under Votes,,64,,,
Jefferson,Clayton 2,State Senate,49,Under Votes,,170,,,
Jefferson,Clayton 3,State Senate,49,Under Votes,,171,,,
Jefferson,Ellisburg 1,State Senate,49,Under Votes,,20,,,
Jefferson,Elllisburg 2,State Senate,49,Under Votes,,63,,,
Jefferson,Ellisburg 3,State Senate,49,Under Votes,,18,,,
Jefferson,Ellisburg 4,State Senate,49,Under Votes,,93,,,
Jefferson,Henderson 1,State Senate,49,Under Votes,,168,,,
Jefferson,Hounsfield 1,State Senate,49,Under Votes,,195,,,
Jefferson,Hounsfield 2,State Senate,49,Under Votes,,115,,,
Jefferson,LeRay 1,State Senate,49,Under Votes,,37,,,
Jefferson,LeRay 2,State Senate,49,Under Votes,,16,,,
Jefferson,LeRay 3,State Senate,49,Under Votes,,34,,,
Jefferson,LeRay 4,State Senate,49,Under Votes,,116,,,
Jefferson,LeRay 5,State Senate,49,Under Votes,,56,,,
Jefferson,LeRay 6,State Senate,49,Under Votes,,27,,,
Jefferson,LeRay 7,State Senate,49,Under Votes,,12,,,
Jefferson,LeRay 8,State Senate,49,Under Votes,,98,,,
Jefferson,Lorraine 1,State Senate,49,Under Votes,,55,,,
Jefferson,Lyme 1,State Senate,49,Under Votes,,65,,,
Jefferson,Lyme 2,State Senate,49,Under Votes,,99,,,
Jefferson,Lyme 3,State Senate,49,Under Votes,,38,,,
Jefferson,Orleans 1,State Senate,49,Under Votes,,82,,,
Jefferson,Orleans 2,State Senate,49,Under Votes,,99,,,
Jefferson,Pamelia 1,State Senate,49,Under Votes,,78,,,
Jefferson,Pamelia 2,State Senate,49,Under Votes,,92,,,
Jefferson,Philadelphia 1,State Senate,49,Under Votes,,51,,,
Jefferson,Philadelphia 2,State Senate,49,Under Votes,,46,,,
Jefferson,Rodman 1,State Senate,49,Under Votes,,62,,,
Jefferson,Rutland 1,State Senate,49,Under Votes,,60,,,
Jefferson,Rutland 2,State Senate,49,Under Votes,,47,,,
Jefferson,Rutland 3,State Senate,49,Under Votes,,27,,,
Jefferson,Theresa 1,State Senate,49,Under Votes,,158,,,
Jefferson,Watertown 1,State Senate,49,Under Votes,,194,,,
Jefferson,Watertown 2,State Senate,49,Under Votes,,129,,,
Jefferson,Wilna 1,State Senate,49,Under Votes,,32,,,
Jefferson,Wilna 2,State Senate,49,Under Votes,,11,,,
Jefferson,Wilna 3,State Senate,49,Under Votes,,11,,,
Jefferson,Wilna 4,State Senate,49,Under Votes,,24,,,
Jefferson,Wilna 5,State Senate,49,Under Votes,,61,,,
Jefferson,Wilna 6,State Senate,49,Under Votes,,110,,,
Jefferson,Worth 1,State Senate,49,Under Votes,,19,,,
Jefferson,City 12/1,State Senate,49,Over Votes,,0,,,
Jefferson,City 12/2,State Senate,49,Over Votes,,0,,,
Jefferson,City 12/3,State Senate,49,Over Votes,,0,,,
Jefferson,13/1,State Senate,49,Over Votes,,0,,,
Jefferson,13/2,State Senate,49,Over Votes,,0,,,
Jefferson,13/3,State Senate,49,Over Votes,,0,,,
Jefferson,14/1,State Senate,49,Over Votes,,0,,,
Jefferson,14/2,State Senate,49,Over Votes,,0,,,
Jefferson,15/1,State Senate,49,Over Votes,,0,,,
Jefferson,15/2,State Senate,49,Over Votes,,0,,,
Jefferson,15/3,State Senate,49,Over Votes,,0,,,
Jefferson,Adams 1,State Senate,49,Over Votes,,0,,,
Jefferson,Adams 2,State Senate,49,Over Votes,,0,,,
Jefferson,Adams 3,State Senate,49,Over Votes,,1,,,
Jefferson,Alexandria 1,State Senate,49,Over Votes,,0,,,
Jefferson,Alexandria 2,State Senate,49,Over Votes,,0,,,
Jefferson,Alexandria 3,State Senate,49,Over Votes,,0,,,
Jefferson,Antwerp 1,State Senate,49,Over Votes,,0,,,
Jefferson,Antwerp 2,State Senate,49,Over Votes,,0,,,
Jefferson,Brownville 1,State Senate,49,Over Votes,,0,,,
Jefferson,Brownville 2,State Senate,49,Over Votes,,0,,,
Jefferson,Brownville 3,State Senate,49,Over Votes,,0,,,
Jefferson,Brownville 4,State Senate,49,Over Votes,,0,,,
Jefferson,Brownville 5,State Senate,49,Over Votes,,0,,,
Jefferson,Cape Vincent 1,State Senate,49,Over Votes,,0,,,
Jefferson,Cape Vincent 2,State Senate,49,Over Votes,,0,,,
Jefferson,Champion 1,State Senate,49,Over Votes,,0,,,
Jefferson,Champion 2,State Senate,49,Over Votes,,0,,,
Jefferson,Clayton 1,State Senate,49,Over Votes,,0,,,
Jefferson,Clayton 2,State Senate,49,Over Votes,,0,,,
Jefferson,Clayton 3,State Senate,49,Over Votes,,0,,,
Jefferson,Ellisburg 1,State Senate,49,Over Votes,,0,,,
Jefferson,Elllisburg 2,State Senate,49,Over Votes,,0,,,
Jefferson,Ellisburg 3,State Senate,49,Over Votes,,0,,,
Jefferson,Ellisburg 4,State Senate,49,Over Votes,,0,,,
Jefferson,Henderson 1,State Senate,49,Over Votes,,0,,,
Jefferson,Hounsfield 1,State Senate,49,Over Votes,,0,,,
Jefferson,Hounsfield 2,State Senate,49,Over Votes,,0,,,
Jefferson,LeRay 1,State Senate,49,Over Votes,,0,,,
Jefferson,LeRay 2,State Senate,49,Over Votes,,0,,,
Jefferson,LeRay 3,State Senate,49,Over Votes,,0,,,
Jefferson,LeRay 4,State Senate,49,Over Votes,,0,,,
Jefferson,LeRay 5,State Senate,49,Over Votes,,0,,,
Jefferson,LeRay 6,State Senate,49,Over Votes,,0,,,
Jefferson,LeRay 7,State Senate,49,Over Votes,,0,,,
Jefferson,LeRay 8,State Senate,49,Over Votes,,1,,,
Jefferson,Lorraine 1,State Senate,49,Over Votes,,0,,,
Jefferson,Lyme 1,State Senate,49,Over Votes,,0,,,
Jefferson,Lyme 2,State Senate,49,Over Votes,,0,,,
Jefferson,Lyme 3,State Senate,49,Over Votes,,0,,,
Jefferson,Orleans 1,State Senate,49,Over Votes,,0,,,
Jefferson,Orleans 2,State Senate,49,Over Votes,,0,,,
Jefferson,Pamelia 1,State Senate,49,Over Votes,,0,,,
Jefferson,Pamelia 2,State Senate,49,Over Votes,,0,,,
Jefferson,Philadelphia 1,State Senate,49,Over Votes,,0,,,
Jefferson,Philadelphia 2,State Senate,49,Over Votes,,0,,,
Jefferson,Rodman 1,State Senate,49,Over Votes,,0,,,
Jefferson,Rutland 1,State Senate,49,Over Votes,,0,,,
